,mod,wt,km_10,km_100,gmm_10,gmm_100
93626,3,236,2,15,3,49
93621,2,237,2,17,1,94
93620,2,238,2,49,1,87
93623,2,239,2,84,1,46
93622,2,239,2,36,1,2
90589,2,261,2,36,1,2
104276,2,1,2,76,1,97
104274,0,36,0,56,3,69
90588,2,35,3,61,1,86
93136,2,13,2,49,1,44
104272,1,5,3,63,8,64
104273,1,30,3,63,8,64
104270,126,2264,2,49,1,30
1395425,126,2264,2,76,1,97
104271,2,68,0,86,3,69
91726,0,36,3,61,8,86
106864,1,2,2,84,1,2
91724,2,242,3,61,1,86
2419163,126,2264,3,30,8,20
91725,0,105,4,13,4,29
105309,0,167,3,68,8,86
105308,0,82,2,76,1,97
106863,0,12,3,84,1,86
105301,2,7,2,36,1,2
105300,2,7,1,67,0,51
105303,1,2,3,77,8,63
105302,2,244,2,23,1,18
105305,1,2,3,63,8,64
105304,0,12,3,69,8,10
105307,1,2,6,50,8,31
105306,1,2,2,89,1,2
2620848,126,2264,2,84,1,46
84755,126,2264,2,49,1,2
84754,1,5,4,98,1,37
2764189,2,2,2,84,1,21
84756,126,2264,2,36,3,2
84759,1,5,2,49,1,44
2764186,126,2264,2,17,1,23
2764185,2,7,3,95,8,23
2764184,2,245,2,1,1,87
2764183,26,52,2,84,1,46
2764182,2,44,0,40,3,38
2764181,27,246,3,39,8,53
2764180,1,247,2,84,1,46
86449,2,1,3,46,8,91
86448,126,2264,2,73,1,40
86447,7,573,2,75,1,26
86446,3,1158,2,36,1,2
86445,126,2264,2,36,1,2
86444,3,1046,4,44,1,8
86443,2,678,2,78,1,30
86442,94,1095,3,50,7,31
86441,0,22,2,49,1,46
86440,3,678,2,17,1,2
106146,1,2,2,84,1,46
106142,1,5,2,36,1,2
106143,26,248,9,41,9,93
106141,0,12,0,45,3,45
102656,2,1,0,3,3,19
102657,126,2264,0,12,3,19
102654,2,206,0,23,1,18
102655,0,12,3,32,8,20
102652,0,12,2,15,1,44
102653,2,130,0,23,3,69
102650,2,30,2,76,1,97
102651,2,76,3,32,6,60
102658,0,12,2,36,1,2
102659,3,249,9,10,9,76
108434,28,250,9,11,9,76
108435,1,1,3,45,8,45
108436,2,1,3,45,1,45
108437,1,59,3,19,3,94
108430,1,2,0,12,3,45
108431,1,30,2,49,1,44
108432,1,5,2,96,5,28
108433,2,1,4,44,3,8
108438,1,2,2,84,1,46
108439,3,1,2,17,1,45
2788983,1,59,1,67,0,51
2788982,1,1,2,36,1,2
90585,2,92,2,36,1,2
89042,126,2264,2,49,1,44
89043,126,2264,2,49,3,44
89040,2,13,0,12,3,45
89041,126,2264,3,55,1,73
89046,126,2264,2,89,1,87
89047,2,129,3,1,8,87
89044,126,2264,3,84,8,46
89045,2,251,3,69,3,10
90584,2,838,3,69,3,10
89048,126,2264,4,69,8,10
89049,126,2264,0,12,3,19
103017,1,3,8,91,4,55
103016,2,1,4,89,0,56
103015,0,36,2,49,1,46
103014,0,36,2,17,1,44
103013,0,52,4,44,1,8
103012,2,1,2,15,1,44
103011,0,1,2,89,8,44
103010,126,2264,6,75,8,46
85936,2,102,2,36,1,2
85937,3,253,9,75,9,26
85934,2,128,2,49,1,44
85935,2,90,2,36,1,2
85932,3,2,3,27,3,14
85933,3,254,4,44,8,54
103019,2,14,2,40,3,38
103018,0,10,3,46,8,65
90586,0,3,0,18,3,92
87471,126,2264,2,84,1,46
87470,126,2264,2,76,1,97
87473,126,2264,2,36,1,2
87472,126,2264,2,75,1,26
87475,0,829,2,49,1,46
109740,2,131,3,85,1,51
87477,126,2264,3,79,8,70
87476,2,13,9,11,9,76
87479,126,2264,1,62,0,16
87478,126,2264,3,50,8,1
109749,126,2264,2,36,1,2
109748,0,21,4,51,8,56
88869,2,115,2,84,1,46
3187539,126,2264,3,44,8,66
103321,2,30,8,64,4,90
88319,2,13,3,30,8,20
88318,126,2264,2,84,1,46
88866,8,97,2,36,1,2
88315,2,44,2,84,1,46
88314,126,2264,2,84,1,46
88317,0,1,3,23,8,18
88316,126,2264,3,61,8,86
88311,2,123,2,46,1,91
88310,126,2264,3,61,8,86
88313,2,42,3,95,8,23
88312,2,13,2,40,3,38
2483562,0,3,2,76,1,97
88864,126,2264,2,36,1,44
88863,2,505,2,49,1,44
103324,2,13,2,49,1,44
1236479,2,1,2,92,1,61
88861,2,17,2,89,1,44
103326,0,1,2,36,1,2
100098,0,258,2,89,1,97
100099,2,30,2,36,1,2
100096,2,1,2,15,1,18
100097,0,52,3,92,8,61
100094,0,12,3,55,5,21
100095,0,22,2,36,1,2
100092,0,203,6,81,0,73
100093,2,13,2,36,1,2
100090,2,44,2,40,1,87
100091,2,30,8,92,5,61
107826,1,5,2,49,1,2
90422,2,260,2,14,1,11
90423,2,1,2,15,3,18
90420,126,2264,1,62,0,16
90421,2,261,7,84,1,46
90426,3,92,2,50,8,31
90427,2,262,1,47,0,32
90424,0,3,9,81,9,73
90425,126,2264,2,36,1,2
90428,2,263,2,36,1,2
90429,126,2264,2,76,1,97
90398,2,264,2,66,1,6
90399,2,228,2,76,1,97
90390,0,3,2,49,1,44
90391,126,2264,4,89,8,56
90392,2,265,2,17,1,46
90393,0,3,0,40,3,69
90394,2,128,0,12,3,7
90395,2,856,9,75,9,26
90396,0,105,2,36,1,2
90397,2,266,3,61,8,86
101329,0,12,9,11,8,76
101328,0,12,2,36,1,2
101325,0,1,0,29,3,19
101324,0,1,3,23,1,18
101323,0,3,0,3,3,19
101322,0,12,2,84,1,46
101321,2,9,1,6,0,78
101320,1,2,2,76,1,97
85169,2,125,2,76,1,97
85168,3,882,2,89,0,87
85161,4,864,3,81,8,73
85160,1,1,0,3,3,19
85163,19,865,8,8,5,90
85162,3,1,2,13,4,70
85165,126,2264,4,44,7,8
85164,126,2264,3,61,8,66
85167,2,9,8,8,5,85
85166,2,461,9,11,9,76
2389766,0,105,3,19,8,94
109574,1,5,2,15,1,2
109575,0,3,2,49,1,44
109572,1,2,3,69,1,10
109573,1,5,2,84,0,87
109570,1,5,2,76,1,97
109571,2,1,2,49,1,44
111630,1,2,0,6,0,14
111631,2,2,3,18,8,92
111632,1,2,2,89,1,56
111633,2,1,2,36,1,2
111634,2,1,2,84,1,46
111635,1,5,2,17,1,38
95278,4,270,2,49,1,44
95279,2,271,1,89,0,16
95271,0,3,3,23,3,18
95272,2,272,3,61,6,86
95273,2,13,2,84,1,46
95274,2,50,2,36,1,2
95275,0,52,8,92,4,61
95276,2,44,3,92,8,61
95277,0,13,2,92,1,61
94897,0,3,2,63,1,64
94896,3,2,4,44,1,8
94895,0,12,2,17,3,2
94894,0,12,3,39,8,53
94893,0,273,2,92,1,61
94892,2,206,2,52,1,33
94891,2,76,0,40,8,38
94890,2,274,2,84,1,46
94899,0,275,3,78,8,30
94898,0,3,2,84,1,46
95858,0,22,6,6,0,51
95859,126,2264,3,61,8,86
92808,0,3,0,56,3,31
92809,0,3,2,76,1,97
92806,2,277,2,23,1,18
92807,2,278,2,76,1,97
92804,2,65,2,92,1,13
92805,2,44,0,40,3,38
92802,2,90,2,36,1,87
92803,0,279,2,76,1,97
92800,2,9,2,84,1,13
92801,3,280,3,61,8,86
89525,0,3,2,17,1,45
89524,3,385,7,48,8,71
89527,2,204,2,36,1,2
89526,2,1447,0,3,3,19
89521,0,36,2,36,1,2
89520,2,838,2,36,1,2
89523,2,337,0,3,3,19
89522,3,1450,6,16,3,11
2012233,126,2264,2,75,1,26
89529,2,1976,9,41,9,93
89528,2,123,2,17,1,44
110273,1,5,0,12,3,45
110272,2,1,3,83,1,98
110271,0,22,2,49,1,44
110270,1,1,1,23,1,18
110275,2,1,2,13,1,46
110274,2,1,3,65,5,49
88241,2,7,0,21,3,25
88240,2,281,3,18,8,92
88247,2,139,2,76,1,97
88246,0,12,4,44,7,48
88245,126,2264,2,36,1,2
88244,2,252,2,76,1,97
105147,0,69,3,23,1,18
105146,2,1,3,84,2,46
105145,3,1,2,61,1,86
105144,0,30,2,23,1,18
105143,2,30,2,76,1,97
105142,2,1,2,73,1,40
105141,1,1,2,40,1,38
100853,0,283,2,49,1,44
105149,1,2,2,36,1,2
105148,1,5,3,84,8,94
100856,0,1,1,8,0,12
100857,0,3,3,18,8,92
93867,3,62,0,86,3,66
93866,3,284,3,84,8,46
93865,2,204,8,92,5,61
93864,2,95,6,6,0,51
93863,3,285,2,36,3,2
93862,126,2264,3,61,1,86
93861,3,2,3,0,1,83
93860,2,286,2,14,0,11
100855,2,1,3,78,1,30
93869,126,2264,2,84,1,46
93868,2,139,8,92,5,12
107789,20,177,9,75,9,26
107788,1,2,2,36,1,2
107783,1,5,2,84,1,46
107782,1,2,3,32,8,99
107781,1,2,2,36,1,2
107787,2,30,2,17,1,97
107785,2,8,2,76,1,46
107784,0,1,2,76,1,97
94075,1,3,3,46,8,91
94074,0,3,6,0,8,83
94077,3,2,2,15,1,44
94076,126,2264,2,84,1,46
94071,2,1,2,76,3,97
94070,2,14,3,92,5,61
94073,2,13,2,84,1,46
94072,2,919,6,23,3,18
94079,1,30,1,80,0,99
94078,0,12,9,41,9,93
90985,126,2264,9,75,9,26
90984,2,51,9,75,9,26
102496,0,287,3,46,1,91
90986,2,13,2,63,3,44
102490,2,1,0,22,8,14
102491,0,21,2,36,1,2
90983,3,858,4,89,0,56
102493,0,1,2,36,3,2
90989,2,102,0,22,3,14
102499,2,189,3,27,8,14
108632,0,36,0,12,3,36
108633,0,12,1,89,0,29
108630,2,80,3,87,1,79
108631,1,5,0,29,3,19
108636,1,5,2,36,1,2
108637,2,115,2,36,1,2
108634,1,2,2,36,3,2
108635,1,2,2,84,1,86
108638,2,1,2,73,1,40
108639,1,2,6,39,1,53
1321753,2,44,2,36,1,2
110706,2,1,2,84,1,46
108188,126,2264,9,75,1,76
108189,1,2,2,78,1,30
108184,1,83,2,84,1,87
108185,1,2,2,49,1,2
108186,1,2,2,76,1,97
108182,1,2,2,89,1,87
108183,1,83,3,61,1,92
91165,126,2264,2,53,8,35
91166,126,2264,0,40,3,38
91167,2,13,2,36,1,2
91160,0,50,2,36,1,2
91161,2,289,3,39,3,53
91168,2,272,2,36,1,2
91169,126,2264,0,29,3,38
106551,2,68,2,54,3,36
91293,2,90,2,84,1,46
109581,1,1,2,76,1,97
91291,2,1042,4,54,7,36
109587,1,2,2,49,1,44
91297,2,17,2,84,5,46
91294,2,1052,2,15,3,2
91295,1,2,2,65,3,49
106559,1,5,9,11,9,93
106558,1,2,2,36,1,2
91298,2,170,9,11,9,76
109588,1,5,2,36,3,2
858086,1,5,2,15,3,18
858085,2,1,2,61,1,86
105928,1,5,2,84,1,46
105921,1,2,2,49,1,44
105920,1,2,2,89,1,44
105923,1,2,2,80,1,99
105922,0,10,2,96,1,28
105925,1,2,2,36,1,2
105924,0,7,3,92,8,61
105927,126,2264,3,93,6,0
105926,0,82,2,36,1,2
91836,2,234,2,84,1,46
91837,2,128,2,49,1,86
91834,126,2264,2,75,1,26
91835,0,62,2,84,1,86
91832,2,13,2,15,1,44
91833,126,2264,2,49,1,44
91830,3,692,2,15,1,26
91831,2,290,2,76,1,97
91838,2,215,7,84,5,12
91839,2,57,2,76,1,97
100258,0,291,2,57,0,38
100259,2,292,3,18,8,66
107209,1,2,2,1,1,87
100254,0,3,3,61,8,92
100255,126,2264,2,89,0,87
100256,0,3,2,89,1,44
107205,1,5,2,74,1,45
100250,2,13,9,75,9,26
100251,2,274,2,36,1,2
107200,2,1,2,36,1,2
107201,1,5,2,49,1,44
107217,1,12,0,40,3,38
117858,2,1,3,61,6,86
117859,0,12,4,51,1,56
117852,2,68,2,36,1,2
117853,1,5,2,76,1,97
117850,2,8,3,18,8,92
117851,1,2,3,96,8,28
117856,2,1,2,73,3,91
117857,2,68,3,46,1,91
117854,1,2,2,49,3,44
117855,0,12,2,49,1,44
107212,2,91,8,14,1,11
93478,0,12,2,84,1,46
93479,3,232,2,49,1,44
220342,2,13,9,75,9,93
101125,2,30,2,84,1,87
101124,2,44,2,49,1,44
93476,126,2264,9,33,9,78
101126,126,2264,2,76,1,97
101121,0,10,2,15,1,18
93471,2,1654,3,46,8,91
101123,2,159,2,36,1,2
93473,0,3,2,36,1,2
98228,126,2264,2,76,1,97
98224,0,1,2,36,1,2
98225,2,25,2,40,1,91
98226,2,295,2,36,1,87
98227,0,12,2,15,3,44
98220,1,2,2,49,1,44
98221,1,3,2,76,1,97
98222,0,35,2,83,8,0
98223,3,296,0,5,7,19
85369,126,2264,0,40,8,38
85368,2,651,3,93,8,72
85363,3,998,2,50,1,31
85362,2,999,2,15,1,46
85361,21,1279,8,81,4,73
85360,0,655,2,84,1,46
85367,2,1,2,49,1,44
85366,126,2264,2,40,1,44
85365,126,2264,2,36,1,2
85364,0,1,3,45,3,45
87211,126,2264,3,55,8,21
87210,126,2264,2,36,1,2
87213,126,2264,2,36,1,2
87212,126,2264,0,22,3,14
87215,2,297,3,23,1,18
87214,126,2264,2,36,1,2
87217,126,2264,2,36,1,2
87216,0,52,3,32,8,86
87219,2,30,2,36,3,2
87218,0,1,2,15,1,44
2230740,126,2264,2,36,1,2
799980,1,2,2,75,1,26
799981,2,1,9,99,9,34
799982,0,12,2,84,1,46
799983,2,1,8,92,5,61
799984,1,3,2,76,1,97
799985,1,2,3,46,8,91
799986,2,1,3,65,8,49
799987,2,9,2,92,1,61
3213873,126,2264,0,69,6,10
3213872,126,2264,0,40,3,38
3213871,126,2264,0,18,8,92
1852339,2,91,2,63,1,64
621293,0,299,2,1,1,87
621294,1,1,2,49,1,44
1087888,1,5,2,84,1,26
2621064,2,7,2,48,1,26
2621066,2,0,2,15,1,2
2621067,2,2,8,92,5,25
2621060,1,3,2,76,1,97
2621062,0,3,2,15,3,18
2621063,2,90,3,84,8,46
91339,1,1,2,36,1,2
103198,0,1,2,46,1,91
103199,0,74,2,84,1,46
103192,0,3,2,83,1,0
103193,1,2,3,45,8,45
103190,1,1,2,54,3,91
103191,1,1,2,36,1,2
103196,2,1,2,76,1,97
103197,0,3,3,78,8,30
103195,0,1,2,15,3,44
103224,0,1,0,40,1,38
103225,0,3,3,48,8,71
103226,1,5,3,14,8,11
103227,1,1,9,23,3,18
103220,0,12,3,46,3,91
103221,0,35,2,96,1,28
103222,1,1,0,86,3,66
103223,1,300,2,0,8,83
103228,31,1,8,13,4,29
103229,0,52,2,84,1,46
94958,32,301,2,36,1,2
92641,2,302,3,39,3,53
111049,2,1,2,89,0,29
111048,1,2,3,27,8,14
97742,0,69,3,47,8,46
97740,0,69,3,50,5,31
97741,0,69,2,84,1,46
97746,0,22,2,82,8,35
97747,2,9,1,80,0,82
97744,1,30,2,84,1,46
97745,3,89,3,39,1,98
88104,2,304,0,3,3,19
88105,0,3,3,73,1,40
88106,0,305,2,49,1,44
88107,126,2264,2,36,1,2
88100,126,2264,2,76,1,97
88101,2,1,2,40,1,38
88102,126,2264,2,36,1,2
88103,33,306,0,3,3,19
100755,0,50,2,36,1,2
100754,0,12,2,36,1,2
100757,34,81,2,67,0,87
100756,1,2,2,36,3,2
100751,0,307,4,67,0,8
100750,1,1,3,61,8,86
100753,1,1,9,75,9,26
100752,0,203,0,86,3,38
100759,1,5,2,36,1,2
100758,2,309,3,63,8,64
95458,2,9,2,17,8,46
95459,2,9,3,46,8,66
95450,0,3,2,84,1,46
95451,0,15,0,3,3,38
95452,0,9,2,84,1,46
95453,0,105,2,23,1,18
95454,0,13,2,46,1,91
95455,7,5,2,49,1,44
95456,2,1,0,16,3,38
95457,2,9,2,36,1,2
112802,2,1,2,49,1,44
112803,1,1,2,36,1,87
931616,3,1,2,84,1,46
91333,0,1,2,84,5,46
101118,1,83,2,49,1,44
101119,0,1,2,49,1,44
90219,2,311,2,53,8,35
90218,0,12,2,92,5,61
90215,2,53,2,36,1,2
90214,35,312,2,36,1,2
90217,2,7,2,49,1,44
90216,2,44,0,18,8,92
90211,8,313,3,18,8,92
90210,126,2264,2,36,1,2
90213,2,204,2,84,1,46
90212,2,154,3,21,8,25
101110,0,52,2,76,1,97
96909,36,314,3,84,8,46
96908,1,1,9,75,9,26
101111,0,3,0,29,3,19
96903,3,316,3,92,8,61
96902,1,5,2,76,1,97
96901,2,13,2,36,1,2
96900,0,3,4,27,8,14
96907,126,2264,3,68,8,36
96906,3,1120,2,36,1,2
96905,3,2,3,61,6,86
96904,2,139,3,84,1,46
93402,2,843,2,76,1,32
101114,0,21,2,36,1,2
101115,2,68,2,49,1,2
101116,0,9,2,36,1,2
101117,0,12,3,84,8,65
94183,1,2,2,36,1,2
94462,0,321,3,21,8,25
94463,0,50,6,9,0,47
94460,0,322,3,45,8,45
94461,2,30,3,18,8,92
94466,2,323,2,36,1,2
94467,37,324,2,21,1,25
94464,0,50,2,33,1,78
94465,92,9,2,49,1,44
94468,1,2,3,45,3,45
94469,2,382,2,84,1,46
91218,2,1035,2,84,1,46
94189,2,215,2,36,1,2
111956,1,2,2,36,1,2
94188,2,57,2,76,1,97
1619945,126,2264,2,84,1,46
91216,2,1036,3,18,8,92
91217,2,488,2,84,1,46
95339,0,12,2,36,1,2
95338,1,13,0,40,3,38
92109,15,329,2,54,1,36
92108,2,3,8,91,4,55
92107,2,330,2,49,3,44
92106,2,42,2,36,1,2
92105,2,330,2,84,1,2
92104,2,363,2,84,1,46
92103,2,13,2,76,1,97
92102,0,105,2,76,1,97
95333,1,1,3,18,8,92
92100,2,331,2,36,1,2
3211501,126,2264,3,7,8,60
85376,3,1,2,84,1,46
111469,2,30,6,50,8,31
111468,0,36,3,17,8,45
3211502,126,2264,2,84,1,46
111463,1,3,2,17,3,44
111462,2,1,2,76,1,97
111465,1,5,0,23,3,18
111464,1,5,2,49,1,44
111467,1,5,9,10,9,62
111466,0,52,3,63,1,64
110592,2,1,2,36,1,87
110593,1,2,2,36,1,2
110590,1,2,2,84,1,46
110591,126,2264,3,61,6,92
110596,1,59,2,50,1,31
110597,2,68,0,40,3,38
110594,1,2,2,15,1,44
110595,1,1,2,36,1,2
110598,1,5,2,17,1,45
110599,1,5,7,61,1,86
112730,1,2,0,40,3,38
112731,1,5,0,40,3,38
112732,1,2,2,49,1,44
112733,1,5,2,49,1,44
85815,126,2264,3,61,6,86
112735,1,2,7,60,6,58
112736,1,5,2,84,1,46
112737,1,1,3,61,1,86
112738,1,2,2,76,1,97
93278,1,2,8,92,5,12
93279,3,232,3,61,8,88
93276,0,333,9,11,9,76
93277,0,333,3,84,1,86
93274,0,131,6,9,0,47
93275,0,3,2,36,1,2
93272,1,3,2,36,1,2
93273,3,334,2,36,1,2
93270,0,12,2,36,0,2
93271,2,335,2,15,1,18
98028,0,3,3,84,1,46
98029,0,215,3,45,8,45
98026,2,337,3,77,8,63
98027,126,2264,2,49,8,44
98024,0,35,8,91,4,55
98025,2,587,2,39,1,53
98022,2,338,2,84,1,92
98023,3,614,2,50,1,31
98020,0,3,2,84,1,46
98021,2,25,2,50,1,31
110336,1,83,2,49,1,2
110337,1,5,0,3,3,19
110334,1,1,2,75,1,26
110335,0,36,2,23,1,18
110332,2,9,2,36,1,2
110333,1,5,3,82,8,35
110330,2,30,2,36,1,2
110331,1,2,2,36,3,2
87905,2,44,2,36,1,2
110338,1,5,2,49,1,44
110339,1,5,6,9,0,47
104427,0,655,2,49,1,44
104426,0,12,2,84,1,46
104425,0,1,2,84,1,46
104424,0,21,7,61,1,86
104423,2,88,7,61,1,86
104422,1,83,2,78,1,30
104421,0,1,2,40,3,38
104420,2,475,2,36,1,2
87906,2,115,2,18,1,92
118109,1,2,2,49,1,44
118108,2,1,2,84,1,46
104429,1,5,2,49,1,92
104428,0,10,2,36,3,2
96178,126,2264,0,40,3,38
96179,3,339,2,49,1,2
96172,2,340,2,84,1,46
96173,2,76,2,61,1,46
96170,0,131,3,18,8,92
96171,3,341,2,15,1,49
96176,0,50,2,84,1,46
96177,2,13,3,39,8,53
96174,126,2264,3,18,8,92
96175,0,13,2,84,1,46
106373,2,68,3,18,5,92
102861,0,12,2,36,1,2
102863,17,2,0,15,3,38
102862,0,12,2,15,1,44
102865,126,2264,2,17,1,87
102864,3,2,2,36,1,2
102867,2,342,2,56,3,44
102866,3,204,3,4,8,66
102869,2,189,2,76,1,97
102868,2,343,2,76,1,97
2220732,1,1,2,36,1,87
97225,0,3,8,91,4,55
97224,126,2264,2,84,1,46
97227,2,13,2,49,1,44
97226,3,344,2,49,1,44
97221,1,3,3,18,8,92
97220,0,22,2,56,1,91
97223,0,12,2,84,1,13
97222,0,12,2,49,1,44
97229,0,35,2,61,1,86
97228,0,345,2,84,1,46
102285,0,1,8,64,4,46
102284,0,1,2,84,5,46
99045,3,2,3,82,8,35
102286,0,1,2,49,1,44
102281,1,1,2,36,1,87
102280,0,3,3,39,8,98
102283,0,21,2,1,1,87
102282,0,3,2,49,1,44
102289,0,10,2,36,8,2
102288,2,1,2,84,8,92
99049,2,1,2,36,1,2
99048,2,9,9,11,9,74
107428,2,13,2,36,1,2
107426,1,5,3,39,3,53
107427,1,5,7,92,1,61
107424,1,2,3,61,1,86
107425,0,12,1,58,5,17
107422,2,44,2,36,1,2
107423,1,2,2,76,1,97
107420,2,1,2,73,1,40
107421,2,44,2,49,1,44
112378,126,2264,2,36,1,2
112379,2,1,2,36,1,2
105488,2,204,2,84,1,46
105489,0,22,2,84,8,46
105486,2,21,3,65,3,49
105487,2,68,8,8,5,85
105484,1,5,8,8,5,85
105485,1,1,9,41,9,93
105482,2,68,3,18,8,92
105483,2,9,2,17,1,38
105480,2,68,2,84,1,46
105481,2,68,2,84,1,46
102139,0,346,2,61,1,86
102138,15,347,2,76,1,97
102137,1,7,0,46,3,91
102136,0,35,2,92,1,61
102135,2,274,2,84,1,46
102134,0,10,2,84,1,26
102133,0,2,2,36,1,2
102132,2,9,0,3,3,69
102131,0,21,2,76,1,97
102130,2,3,4,18,0,92
112082,2,1,2,84,1,46
112083,2,1,2,84,1,46
112080,1,2,2,84,1,46
112081,0,12,2,36,1,2
112086,2,68,3,46,1,91
112087,1,5,2,49,3,2
112084,1,2,2,18,8,92
112085,1,2,8,31,4,29
112088,1,2,2,84,1,46
112089,1,5,6,1,1,87
104999,1,5,2,63,3,64
104998,2,1,2,75,1,26
104997,1,2,0,3,3,19
104996,1,1,3,73,2,43
104995,2,1,2,38,7,67
104993,3,2,2,36,1,2
104992,0,1,2,76,1,97
104991,0,346,0,46,3,91
104990,2,1,2,75,1,26
109958,1,5,2,15,1,2
109959,126,2264,2,36,9,2
798255,1,2,2,15,1,49
109954,1,5,4,63,8,64
109955,0,167,1,84,0,51
109956,1,2,2,36,1,2
109957,2,1,8,91,4,55
109950,1,5,2,83,1,0
109951,2,68,7,68,8,24
109952,1,30,8,31,5,90
109953,1,83,2,36,1,2
108399,1,2,2,15,3,44
108398,1,2,2,49,1,44
108395,1,5,2,36,1,87
108394,1,5,2,36,3,2
108397,2,10,3,18,1,92
108396,38,349,2,36,1,2
108391,2,1,3,78,8,30
108390,1,5,2,84,1,46
108393,2,350,2,84,1,46
108392,1,5,2,49,1,44
91317,0,3,2,76,1,97
103423,2,68,3,53,8,35
103420,2,1,2,84,1,46
103421,0,21,2,75,1,26
103426,2,1,2,49,1,60
103427,2,13,3,57,8,46
103424,0,190,2,75,1,26
103425,1,1,2,84,1,46
2680591,1,5,2,84,1,46
103428,1,5,2,60,1,58
103429,1,1,2,84,1,46
91319,2,42,1,85,0,51
2680590,1,1,2,49,1,44
111850,0,35,2,46,3,91
111851,1,83,2,49,1,44
111856,1,5,2,36,1,2
111857,2,1,2,76,1,97
111858,0,1,2,84,1,46
111859,2,1,2,36,8,2
90035,0,352,3,45,3,45
90034,2,747,2,76,1,97
1974855,0,1,3,39,1,53
99786,0,33,2,76,1,97
99787,2,40,3,84,1,46
90031,2,7,2,84,1,2
90030,2,35,2,36,1,2
87822,4,353,2,49,1,2
87823,3,207,2,49,1,44
87820,126,2264,3,54,3,36
87821,39,354,2,76,1,97
87826,126,2264,2,76,1,97
87827,2,228,3,32,8,98
87824,126,2264,2,49,1,44
87825,2,97,1,85,0,51
87828,0,105,2,84,1,46
87829,3,355,2,84,1,46
92746,2,7,2,36,3,2
90039,1,2,3,84,8,98
90038,2,1,3,1,1,87
109048,2,1,3,84,1,46
109049,0,21,3,18,5,92
109042,1,2,2,40,1,38
109043,1,5,3,39,1,53
109040,2,1,2,76,1,97
109041,2,68,2,84,1,46
109046,1,2,0,40,3,38
109047,2,8,2,36,1,2
109044,0,12,2,49,1,44
109045,2,1,0,40,3,38
100193,0,359,3,18,8,92
100192,40,1,2,36,1,87
100191,126,2264,0,40,3,38
100190,40,1,2,36,1,2
100197,2,13,8,84,1,46
100196,3,360,3,18,8,92
100195,0,12,2,76,1,97
92661,2,1079,2,36,1,2
100199,2,1,2,84,1,46
100198,1,2,2,36,1,2
92668,2,362,8,92,5,61
92669,2,144,2,76,1,97
2654756,1,2,9,11,9,26
2654754,1,5,2,84,1,28
2645639,1,2,2,54,8,36
1500655,0,346,3,88,1,57
88474,126,2264,2,84,1,46
85538,2,845,3,18,5,92
85539,0,158,2,36,1,2
88475,4,535,2,36,1,87
85532,2,1178,9,41,9,93
85533,3,249,2,36,1,2
85530,0,1,2,49,3,44
85531,0,3,0,92,5,61
85536,1,2,3,18,8,92
85537,126,2264,2,36,1,2
85534,0,12,2,75,1,26
85535,1,2,2,36,1,2
103793,0,12,4,54,8,36
103794,0,1,0,22,3,69
103795,0,1,0,3,3,19
88472,0,3,2,84,1,46
103797,1,5,2,76,1,97
1324132,2,13,2,36,1,2
856346,1,1,0,29,0,19
856347,1,83,3,50,8,31
856345,2,1,2,17,1,2
111729,1,5,0,92,3,49
146790,1,2,3,92,6,61
2811850,1,2,2,84,1,46
87000,126,2264,3,61,0,86
87001,0,12,2,92,1,97
87002,126,2264,2,36,1,2
87003,3,365,2,84,1,46
87004,41,366,3,18,8,92
87005,42,367,2,36,1,2
87006,2,18,3,55,8,72
87007,2,1,2,40,1,38
87008,2,13,2,49,3,44
87009,2,1196,2,36,1,2
1213431,2,368,2,84,1,46
86753,126,2264,7,78,1,30
86752,2,2,2,63,1,64
86751,0,131,2,84,1,46
86750,126,2264,2,40,1,38
86757,0,3,2,36,3,2
86756,126,2264,2,36,1,2
86755,2,372,7,84,1,46
86754,126,2264,2,84,1,46
86759,3,293,2,17,1,44
86758,3,1209,2,49,1,44
1087895,1,1,2,36,1,2
86553,126,2264,2,15,1,44
1087897,1,59,2,84,1,2
112526,1,2,2,84,1,46
88809,2,7,2,84,1,2
88808,0,156,2,84,1,46
88805,0,12,3,97,7,22
88804,1,2,2,84,1,46
88807,2,7,2,84,1,2
88806,126,2264,2,84,1,46
88801,2,1391,2,84,1,46
88800,1,3,3,68,2,30
88803,126,2264,6,9,8,47
88802,3,712,2,36,3,2
89176,126,2264,2,49,1,44
89177,126,2264,2,36,3,2
89174,126,2264,2,49,1,44
89175,2,373,2,9,0,47
89172,3,365,2,49,1,44
89173,0,12,2,49,1,44
89170,0,374,3,92,8,61
89171,126,2264,2,84,1,87
96378,2,375,2,1,1,87
96379,0,105,8,92,5,61
89178,2,376,2,36,1,2
89179,3,377,3,18,1,66
625709,2,1,3,18,5,92
94202,2,8,3,39,1,53
94203,126,2264,3,92,8,61
94201,0,50,2,84,1,46
94206,1,3,3,18,8,92
94207,0,156,0,23,1,18
94204,1,2,2,15,1,49
94205,2,100,2,36,1,2
94208,0,156,2,49,3,44
94209,2,304,2,49,1,44
87585,2,30,2,40,1,38
87584,2,66,0,16,3,69
87587,2,90,2,36,1,2
87586,126,2264,2,49,1,44
87581,126,2264,1,80,5,99
87580,126,2264,2,76,1,97
87583,126,2264,9,75,9,26
87582,2,13,4,44,1,8
87589,126,2264,8,92,5,85
87588,2,7,2,49,1,44
