,mod,wt,km_10,km_100,km_1000,gmm_10,gmm_100
102512,0,12,9,43,56,2,74
102515,1,1,4,43,348,2,74
102514,2,1,4,12,140,9,40
102517,2,9,4,0,711,9,40
102516,126,2264,9,73,845,3,19
102519,0,21,4,12,19,6,32
102518,0,1,4,36,114,8,29
112648,1,1,5,44,60,3,87
104829,3,28,9,82,341,3,74
104828,0,21,4,58,741,2,86
112640,1,2,4,1,536,7,79
104822,1,5,5,44,811,9,87
112642,1,2,4,32,287,1,41
112643,1,2,4,62,569,0,14
112644,1,1,9,22,331,2,45
104826,2,216,5,11,163,9,9
112646,1,2,4,84,971,9,5
104824,2,67,4,89,558,9,39
99289,2,159,9,35,593,1,6
99281,0,35,4,36,437,3,29
99280,0,218,5,11,625,0,60
99283,2,219,4,97,973,8,3
99282,0,3,4,63,338,9,61
99285,0,220,9,10,841,3,23
99284,0,12,4,10,853,6,39
99287,0,33,4,89,119,6,32
99286,1,3,4,89,541,6,39
99757,0,22,4,97,552,8,3
99756,1,1,4,49,483,7,60
99755,2,13,4,12,729,4,78
99754,0,35,9,41,367,2,69
99753,0,22,4,8,140,9,42
99752,2,1,4,76,10,9,9
99751,3,222,4,89,558,6,39
99750,3,222,4,54,282,0,91
99759,2,40,4,76,776,6,29
99758,2,13,4,19,127,5,53
95663,2,204,4,12,472,1,61
95662,1,5,4,23,556,9,44
95661,2,14,4,12,10,9,40
95660,0,36,5,11,697,3,12
95667,7,5,4,12,867,8,51
95666,2,2,9,69,380,3,74
95665,0,1,5,85,415,7,70
95664,2,22,9,10,602,3,73
216734,2,1,7,39,585,9,10
95669,3,28,4,8,563,9,89
95668,2,223,4,85,547,2,64
216733,1,83,4,94,146,5,33
109428,1,5,4,12,162,3,33
109429,1,2,4,58,116,2,61
109424,1,5,9,7,324,2,74
109425,1,1,0,37,453,5,26
109426,0,12,4,0,138,1,66
109427,2,14,9,22,570,1,76
109420,2,1,4,32,246,1,85
109421,2,14,9,25,662,7,63
109422,1,1,4,72,475,7,36
109423,1,5,9,10,5,2,17
105882,1,2,4,74,928,1,28
105883,2,68,4,72,51,7,36
105880,1,2,3,96,661,9,61
105881,2,1,0,37,479,5,26
105886,2,7,4,5,536,5,82
105887,0,1,4,36,452,2,77
105888,2,1,4,59,188,8,43
105889,2,1,0,17,115,0,15
92572,2,760,7,3,780,0,51
92573,2,206,5,0,707,9,66
92570,2,53,4,12,99,6,40
92571,2,240,4,12,19,6,32
92576,2,348,4,65,631,5,39
107034,1,5,1,18,435,7,65
92574,2,313,4,74,928,9,28
107036,0,21,4,74,994,1,93
107039,0,229,1,55,911,7,4
107038,1,2,4,59,370,8,43
92578,2,13,4,50,617,7,13
92579,2,122,9,19,4,3,82
90996,2,42,4,12,162,6,79
102482,0,131,9,25,890,0,4
102481,0,3,4,88,657,2,57
102480,2,7,4,12,10,9,61
102487,0,10,7,91,724,8,10
102486,2,1,4,85,899,6,49
102485,0,52,4,12,211,7,4
102484,0,21,4,97,553,5,3
1447601,2,13,4,21,126,5,62
92396,2,230,0,37,238,5,33
92397,2,231,4,72,475,7,36
92394,0,12,4,30,249,5,0
92395,2,80,4,12,775,1,0
92392,1,3,0,67,992,1,15
92393,2,7,9,82,692,1,19
92390,126,2264,4,12,529,6,61
92391,3,232,4,75,962,0,42
92398,0,233,4,74,143,9,40
92399,3,234,4,84,160,0,3
93629,2,7,4,70,362,8,43
93628,2,14,4,83,621,1,76
93625,0,22,0,37,318,5,26
93624,2,235,4,85,385,9,40
93627,3,236,5,71,267,0,60
93626,3,236,9,65,844,3,72
93621,2,237,5,73,697,3,35
93620,2,238,7,52,760,7,46
93623,2,239,0,67,979,5,26
93622,2,239,4,5,19,6,67
90589,2,261,4,97,941,8,3
104276,2,1,4,12,743,9,84
104274,0,36,9,76,659,3,86
90588,2,35,4,12,763,5,33
93136,2,13,9,25,861,2,74
104272,1,5,9,73,829,3,84
104273,1,30,4,12,162,3,84
104270,126,2264,0,37,453,5,26
1395425,126,2264,3,61,118,1,9
104271,2,68,9,16,996,3,86
91726,0,36,4,76,717,8,93
106864,1,2,4,97,318,5,26
91724,2,242,4,97,552,8,3
2419163,126,2264,0,17,29,0,15
91725,0,105,4,93,403,8,47
105309,0,167,4,36,423,8,29
105308,0,82,1,55,502,3,4
106863,0,12,4,0,673,6,40
105301,2,7,0,15,862,0,32
105300,2,7,4,2,672,0,91
105303,1,2,4,12,211,3,28
105302,2,244,9,10,596,7,1
105305,1,2,4,12,609,9,40
105304,0,12,4,63,270,4,10
105307,1,2,9,69,861,2,74
105306,1,2,4,84,160,6,54
2620848,126,2264,4,53,894,8,43
84755,126,2264,9,76,753,2,86
84754,1,5,5,11,209,6,98
2764189,2,2,7,46,645,0,59
84756,126,2264,4,90,852,9,96
84759,1,5,4,90,301,1,96
2764186,126,2264,5,71,49,5,37
2764185,2,7,4,12,430,0,44
2764184,2,245,4,89,325,3,67
2764183,26,52,4,97,973,8,78
2764182,2,44,0,67,992,1,28
2764181,27,246,4,88,91,9,57
2764180,1,247,0,37,649,5,33
86449,2,1,9,82,357,3,19
86448,126,2264,4,30,249,4,51
86447,7,573,9,10,821,3,23
86446,3,1158,4,85,806,2,70
86445,126,2264,4,60,612,1,89
86444,3,1046,4,12,414,0,42
86443,2,678,4,3,987,4,51
86442,94,1095,9,25,725,6,74
86441,0,22,4,12,123,0,4
86440,3,678,5,44,811,9,9
106146,1,2,4,97,973,0,33
106142,1,5,9,0,460,1,66
106143,26,248,4,92,562,7,11
106141,0,12,5,44,534,3,87
102656,2,1,4,54,548,0,42
102657,126,2264,5,74,619,1,28
102654,2,206,4,12,123,3,92
102655,0,12,4,12,823,8,33
102652,0,12,9,25,230,3,35
102653,2,130,4,63,143,3,67
102650,2,30,5,23,255,9,44
102651,2,76,4,65,107,0,2
102658,0,12,9,82,580,3,19
102659,3,249,4,72,51,7,36
108434,28,250,7,74,976,9,28
108435,1,1,5,44,317,9,87
108436,2,1,8,57,81,9,40
108437,1,59,9,49,225,1,88
108430,1,2,1,18,463,3,65
108431,1,30,4,23,169,3,44
108432,1,5,4,12,370,6,51
108433,2,1,4,19,489,3,53
108438,1,2,4,12,632,2,77
108439,3,1,5,11,500,9,9
2788983,1,59,4,21,511,5,62
2788982,1,1,4,71,241,0,84
90585,2,92,9,76,217,3,28
89042,126,2264,4,88,284,5,52
89043,126,2264,9,62,236,3,99
89040,2,13,5,11,843,3,4
89041,126,2264,9,7,457,5,2
89046,126,2264,4,88,91,2,57
89047,2,129,0,15,347,0,90
89044,126,2264,9,58,897,2,74
89045,2,251,4,16,996,3,35
90584,2,838,4,16,996,3,35
89048,126,2264,4,16,328,3,35
89049,126,2264,5,11,625,3,12
103017,1,3,4,12,212,8,10
103016,2,1,4,97,941,8,43
103015,0,36,0,37,479,5,26
103014,0,36,5,85,750,9,96
103013,0,52,0,15,16,0,32
103012,2,1,4,71,181,5,84
103011,0,1,4,84,729,7,5
103010,126,2264,4,10,959,3,4
85936,2,102,4,84,160,9,5
85937,3,253,4,1,466,7,11
85934,2,128,4,74,261,9,9
85935,2,90,4,30,644,5,92
85932,3,2,0,17,208,1,15
85933,3,254,4,90,560,9,9
103019,2,14,9,77,366,3,35
103018,0,10,9,95,699,2,74
90586,0,3,5,7,783,2,98
87471,126,2264,4,31,823,0,91
87470,126,2264,4,35,259,2,43
87473,126,2264,9,22,965,1,8
87472,126,2264,9,76,407,7,72
87475,0,829,4,12,946,4,80
109740,2,131,4,89,152,5,39
87477,126,2264,4,12,211,3,84
87476,2,13,9,25,309,7,35
87479,126,2264,4,68,902,6,5
87478,126,2264,4,76,871,3,72
109749,126,2264,4,2,19,5,92
109748,0,21,4,84,439,4,52
88869,2,115,4,89,575,6,39
3187539,126,2264,7,52,778,3,87
103321,2,30,4,12,816,8,43
88319,2,13,4,78,279,0,81
88318,126,2264,9,36,696,2,77
88866,8,97,4,22,570,2,8
88315,2,44,4,12,113,0,81
88314,126,2264,4,12,536,7,55
88317,0,1,4,85,9,0,60
88316,126,2264,7,24,598,8,93
88311,2,123,9,73,580,3,35
88310,126,2264,4,46,589,0,59
88313,2,42,1,55,911,3,4
88312,2,13,4,76,680,7,74
2483562,0,3,4,12,19,6,32
88864,126,2264,9,25,407,1,72
88863,2,505,4,30,249,0,34
103324,2,13,9,77,990,2,35
1236479,2,1,4,12,10,9,61
88861,2,17,4,63,386,9,67
103326,0,1,4,30,611,5,34
100098,0,258,4,30,611,5,34
100099,2,30,4,12,19,9,96
100096,2,1,9,76,871,3,74
100097,0,52,9,99,202,3,73
100094,0,12,7,54,736,0,91
100095,0,22,4,12,19,6,40
100092,0,203,4,5,353,7,63
100093,2,13,4,85,19,0,84
100090,2,44,4,89,314,6,40
100091,2,30,4,41,940,2,77
107826,1,5,4,12,152,0,55
90422,2,260,4,12,476,6,62
90423,2,1,4,65,631,3,70
90420,126,2264,4,68,971,6,7
90421,2,261,7,5,789,9,46
90426,3,92,9,58,488,2,74
90427,2,262,4,12,561,0,59
90424,0,3,4,72,592,5,82
90425,126,2264,4,12,338,9,28
90428,2,263,4,12,763,5,26
90429,126,2264,1,55,6,3,4
90398,2,264,4,21,339,9,62
90399,2,228,4,50,617,9,96
90390,0,3,4,76,407,7,96
90391,126,2264,4,0,636,9,40
90392,2,265,5,0,707,9,66
90393,0,3,4,76,50,0,32
90394,2,128,5,85,966,7,76
90395,2,856,9,10,602,7,11
90396,0,105,4,76,690,7,76
90397,2,266,4,12,823,6,52
101329,0,12,4,80,387,1,96
101328,0,12,4,12,19,0,92
101325,0,1,4,98,795,0,60
101324,0,1,4,5,843,7,76
101323,0,3,4,5,353,3,4
101322,0,12,4,12,476,8,21
101321,2,9,4,89,558,6,39
101320,1,2,4,12,162,6,42
85169,2,125,4,12,140,9,61
85168,3,882,4,29,107,8,2
85161,4,864,4,12,617,4,94
85160,1,1,0,17,29,0,15
85163,19,865,9,58,116,2,74
85162,3,1,0,37,98,5,26
85165,126,2264,5,11,193,2,77
85164,126,2264,4,49,72,2,64
85167,2,9,4,85,354,6,77
85166,2,461,4,76,570,7,63
2389766,0,105,4,49,758,2,74
109574,1,5,9,76,844,3,35
109575,0,3,9,58,116,2,74
109572,1,2,0,37,453,5,26
109573,1,5,2,29,794,8,2
109570,1,5,4,12,162,6,61
109571,2,1,4,12,289,1,96
111630,1,2,4,21,339,9,92
111631,2,2,4,12,946,4,74
111632,1,2,4,74,88,9,44
111633,2,1,4,76,19,9,44
111634,2,1,4,37,318,5,26
111635,1,5,5,11,750,9,87
95278,4,270,8,26,740,9,40
95279,2,271,4,68,902,6,5
95271,0,3,4,16,996,3,86
95272,2,272,4,16,576,3,74
95273,2,13,4,73,151,3,86
95274,2,50,4,72,592,7,36
95275,0,52,4,12,162,6,42
95276,2,44,4,62,454,3,99
95277,0,13,4,41,41,2,77
94897,0,3,4,41,972,2,77
94896,3,2,4,12,821,3,28
94895,0,12,5,11,625,3,44
94894,0,12,4,88,793,9,57
94893,0,273,5,11,625,6,40
94892,2,206,4,53,478,5,78
94891,2,76,4,54,61,0,42
94890,2,274,4,54,414,0,91
94899,0,275,4,81,229,8,82
94898,0,3,9,22,358,2,69
95858,0,22,4,12,544,8,54
95859,126,2264,4,85,405,6,56
92808,0,3,9,69,464,1,35
92809,0,3,4,12,211,9,89
92806,2,277,4,12,548,1,70
92807,2,278,4,12,529,9,61
92804,2,65,5,85,354,6,84
92805,2,44,4,10,30,3,1
92802,2,90,4,50,516,2,95
92803,0,279,3,61,118,9,61
92800,2,9,4,74,928,9,96
92801,3,280,4,65,111,3,70
89525,0,3,5,44,664,6,87
89524,3,385,4,65,631,0,81
89527,2,204,4,2,614,6,54
89526,2,1447,2,29,794,3,80
89521,0,36,9,76,659,6,72
89520,2,838,4,63,929,9,67
89523,2,337,4,12,140,9,9
89522,3,1450,9,76,659,6,39
2012233,126,2264,4,12,536,7,36
89529,2,1976,4,12,536,7,36
89528,2,123,5,62,277,0,99
110273,1,5,5,11,936,1,28
110272,2,1,4,12,10,9,40
110271,0,22,4,56,288,5,55
110270,1,1,4,63,386,6,54
110275,2,1,4,93,403,5,47
110274,2,1,2,29,794,3,2
88241,2,7,4,12,162,9,61
88240,2,281,9,99,52,2,74
88247,2,139,3,96,364,9,61
88246,0,12,5,85,601,2,88
88245,126,2264,4,84,160,6,5
88244,2,252,4,80,387,1,96
105147,0,69,4,12,314,6,40
105146,2,1,4,76,50,2,86
105145,3,1,0,37,468,5,26
105144,0,30,4,12,946,2,74
105143,2,30,2,29,38,3,80
105142,2,1,4,12,637,1,2
105141,1,1,4,12,677,1,6
100853,0,283,9,58,897,2,74
105149,1,2,9,25,133,7,44
105148,1,5,9,10,243,2,77
100856,0,1,4,12,123,6,98
100857,0,3,5,85,354,7,60
93867,3,62,2,29,38,3,80
93866,3,284,5,85,193,2,8
93865,2,204,4,8,140,9,61
93864,2,95,4,12,369,4,18
93863,3,285,4,89,19,9,39
93862,126,2264,4,45,184,0,71
93861,3,2,4,12,414,0,42
93860,2,286,4,2,491,6,5
100855,2,1,4,31,15,0,83
93869,126,2264,4,62,589,0,71
93868,2,139,3,96,364,1,9
107789,20,177,4,85,354,7,36
107788,1,2,4,31,888,2,74
107783,1,5,4,12,673,6,40
107782,1,2,4,12,162,8,10
107781,1,2,4,56,288,5,55
107787,2,30,5,23,93,9,44
107785,2,8,4,12,244,9,57
107784,0,1,1,55,6,3,4
94075,1,3,9,73,580,2,74
94074,0,3,0,37,318,5,33
94077,3,2,9,16,684,3,35
94076,126,2264,7,37,956,5,26
94071,2,1,5,11,283,3,49
94070,2,14,4,8,293,1,89
94073,2,13,4,76,50,6,74
94072,2,919,5,6,361,3,49
94079,1,30,4,88,793,5,57
94078,0,12,4,1,466,7,65
90985,126,2264,4,12,174,7,72
90984,2,51,4,72,397,7,36
102496,0,287,9,77,990,3,74
90986,2,13,9,58,705,2,86
102490,2,1,4,53,478,8,78
102491,0,21,9,76,680,2,64
90983,3,858,4,48,305,3,53
102493,0,1,9,10,848,3,35
90989,2,102,4,85,9,2,70
102499,2,189,4,22,318,5,26
108632,0,36,8,26,109,6,40
108633,0,12,4,68,586,8,43
108630,2,80,4,41,940,2,77
108631,1,5,4,12,162,6,42
108636,1,5,4,84,160,7,5
108637,2,115,4,84,160,9,55
108634,1,2,4,54,672,0,91
108635,1,2,4,12,99,6,40
108638,2,1,9,76,680,7,72
108639,1,2,9,25,96,1,58
1321753,2,44,4,29,107,1,2
110706,2,1,4,49,10,9,44
108188,126,2264,4,84,407,7,63
108189,1,2,0,17,115,0,15
108184,1,83,4,89,391,2,39
108185,1,2,4,76,637,3,72
108186,1,2,4,85,354,9,61
108182,1,2,4,66,954,5,3
108183,1,83,4,12,868,2,74
91165,126,2264,4,12,414,0,42
91166,126,2264,4,36,452,2,29
91167,2,13,4,21,726,7,92
91160,0,50,4,10,644,9,1
91161,2,289,4,12,10,9,61
91168,2,272,4,12,19,7,36
91169,126,2264,8,0,2,6,40
106551,2,68,4,85,899,6,70
91293,2,90,4,85,303,9,40
109581,1,1,4,58,43,2,61
91291,2,1042,4,10,663,2,23
109587,1,2,2,29,38,3,80
91297,2,17,4,3,170,4,51
91294,2,1052,4,10,217,3,35
91295,1,2,9,76,844,3,72
106559,1,5,9,72,397,7,36
106558,1,2,4,5,548,0,28
91298,2,170,1,55,312,3,4
109588,1,5,9,7,376,2,74
858086,1,5,5,11,355,2,58
858085,2,1,4,3,70,0,74
105928,1,5,4,21,742,5,92
105921,1,2,4,76,187,0,55
105920,1,2,4,21,742,4,92
105923,1,2,4,12,19,9,21
105922,0,10,4,60,612,1,89
105925,1,2,9,99,363,3,73
105924,0,7,9,30,787,2,34
105927,126,2264,7,39,739,9,10
105926,0,82,4,30,611,5,34
91836,2,234,4,0,460,6,40
91837,2,128,4,21,829,3,92
91834,126,2264,4,12,424,5,15
91835,0,62,7,52,533,7,46
91832,2,13,4,45,184,0,71
91833,126,2264,4,76,407,7,72
91830,3,692,4,12,957,0,31
91831,2,290,4,12,19,6,61
91838,2,215,4,12,162,9,61
91839,2,57,4,12,19,6,32
100258,0,291,2,9,38,3,80
100259,2,292,4,71,241,3,37
107209,1,2,4,89,558,9,39
100254,0,3,4,12,868,7,33
100255,126,2264,4,84,841,6,54
100256,0,3,9,7,982,7,23
107205,1,5,5,85,354,4,49
100250,2,13,4,55,312,7,4
100251,2,274,4,2,630,6,5
107200,2,1,4,21,600,5,62
107201,1,5,4,71,241,3,37
107217,1,12,4,71,764,0,84
117858,2,1,7,52,789,4,88
117859,0,12,9,25,810,9,41
117852,2,68,9,76,570,2,64
117853,1,5,4,31,698,9,28
117850,2,8,4,5,752,4,46
117851,1,2,4,62,454,9,99
117856,2,1,9,82,382,3,19
117857,2,68,9,82,382,3,19
117854,1,2,9,58,880,2,74
117855,0,12,9,58,116,2,74
107212,2,91,4,23,169,3,44
93478,0,12,4,12,295,8,51
93479,3,232,4,83,865,1,76
220342,2,13,4,1,86,2,11
101125,2,30,9,10,959,6,66
101124,2,44,4,85,265,1,70
93476,126,2264,4,89,575,7,36
101126,126,2264,4,12,529,1,96
101121,0,10,2,9,796,3,80
93471,2,1654,9,77,22,2,74
101123,2,159,9,73,580,2,74
93473,0,3,4,12,19,9,5
98228,126,2264,4,19,127,3,53
98224,0,1,4,76,217,3,99
98225,2,25,9,73,366,3,35
98226,2,295,4,21,600,0,62
98227,0,12,4,30,644,0,99
98220,1,2,4,19,652,3,53
98221,1,3,3,96,364,9,61
98222,0,35,4,63,929,1,67
98223,3,296,4,12,520,6,77
85369,126,2264,4,8,563,9,61
85368,2,651,7,33,892,8,10
85363,3,998,9,25,230,2,72
85362,2,999,4,12,529,6,19
85361,21,1279,4,97,867,8,3
85360,0,655,4,63,143,1,93
85367,2,1,9,76,570,2,64
85366,126,2264,4,62,839,3,99
85365,126,2264,4,12,152,5,55
85364,0,1,5,44,606,1,87
87211,126,2264,0,17,115,5,15
87210,126,2264,9,73,151,2,74
87213,126,2264,0,15,862,0,32
87212,126,2264,5,11,277,9,12
87215,2,297,4,78,194,0,81
87214,126,2264,4,76,19,6,39
87217,126,2264,4,21,175,5,62
87216,0,52,4,12,823,4,22
87219,2,30,4,74,427,3,28
87218,0,1,9,73,341,3,74
2230740,126,2264,4,71,49,3,37
799980,1,2,4,3,170,0,51
799981,2,1,4,10,30,7,36
799982,0,12,0,17,838,0,15
799983,2,1,4,2,370,8,47
799984,1,3,4,12,289,3,96
799985,1,2,9,25,911,3,65
799986,2,1,4,12,476,4,22
799987,2,9,0,67,992,0,55
3213873,126,2264,4,95,75,2,64
3213872,126,2264,4,85,9,0,28
3213871,126,2264,4,10,602,7,74
1852339,2,91,4,12,19,6,32
621293,0,299,4,54,672,0,60
621294,1,1,4,73,151,3,81
1087888,1,5,4,65,631,0,81
2621064,2,7,7,74,59,9,28
2621066,2,0,4,50,516,1,95
2621067,2,2,4,12,123,6,43
2621060,1,3,5,11,625,9,40
2621062,0,3,9,73,366,3,35
2621063,2,90,4,30,611,5,13
91339,1,1,4,31,19,9,39
103198,0,1,9,82,692,1,19
103199,0,74,4,12,19,6,32
103192,0,3,4,63,108,1,67
103193,1,2,5,11,811,6,44
103190,1,1,9,82,580,3,74
103191,1,1,4,12,407,3,99
103196,2,1,4,8,140,9,89
103197,0,3,4,3,170,8,51
103195,0,1,4,10,848,3,74
103224,0,1,4,19,800,1,53
103225,0,3,4,12,719,0,34
103226,1,5,4,3,987,4,51
103227,1,1,9,77,381,7,35
103220,0,12,9,82,357,3,44
103221,0,35,4,12,868,7,86
103222,1,1,4,85,483,7,74
103223,1,300,4,30,817,5,92
103228,31,1,4,12,622,8,47
103229,0,52,6,13,192,9,38
94958,32,301,4,12,19,6,32
92641,2,302,3,61,118,9,61
111049,2,1,4,84,586,6,54
111048,1,2,4,14,567,7,27
97742,0,69,4,83,89,7,76
97740,0,69,4,76,260,6,40
97741,0,69,4,12,198,0,60
97746,0,22,4,75,962,0,42
97747,2,9,4,12,536,7,55
97744,1,30,4,10,959,2,23
97745,3,89,4,90,852,9,61
88104,2,304,3,8,204,9,89
88105,0,3,4,12,868,9,28
88106,0,305,4,12,10,9,28
88107,126,2264,9,25,230,3,86
88100,126,2264,4,23,497,9,44
88101,2,1,4,12,529,9,61
88102,126,2264,4,63,386,6,67
88103,33,306,4,29,107,3,2
100755,0,50,4,90,301,9,96
100754,0,12,9,69,464,3,74
100757,34,81,4,21,511,5,62
100756,1,2,5,11,625,9,96
100751,0,307,4,21,511,5,62
100750,1,1,4,83,438,1,27
100753,1,1,4,72,475,7,36
100752,0,203,9,10,596,2,74
100759,1,5,9,76,942,2,86
100758,2,309,9,76,680,6,29
95458,2,9,5,85,354,7,60
95459,2,9,1,18,915,3,65
95450,0,3,9,73,989,1,19
95451,0,15,4,12,198,0,60
95452,0,9,4,55,312,7,4
95453,0,105,4,12,99,6,40
95454,0,13,9,77,22,2,74
95455,7,5,9,77,990,3,35
95456,2,1,9,25,725,6,64
95457,2,9,4,10,848,7,36
112802,2,1,4,76,19,6,32
112803,1,1,4,89,558,6,32
931616,3,1,4,12,50,0,32
91333,0,1,4,94,146,5,90
101118,1,83,4,50,86,5,95
101119,0,1,7,5,285,8,93
90219,2,311,4,55,101,3,4
90218,0,12,4,12,529,6,61
90215,2,53,4,5,353,9,9
90214,35,312,9,58,897,2,74
90217,2,7,4,63,270,9,67
90216,2,44,5,85,354,6,77
90211,8,313,4,12,868,7,74
90210,126,2264,4,89,19,9,39
90213,2,204,9,7,646,3,45
90212,2,154,4,62,40,9,14
101110,0,52,4,12,19,6,61
96909,36,314,4,12,508,2,77
96908,1,1,9,69,670,7,58
101111,0,3,2,29,794,3,2
96903,3,316,4,71,764,3,84
96902,1,5,4,74,985,9,44
96901,2,13,4,95,699,2,64
96900,0,3,4,12,520,7,63
96907,126,2264,4,85,410,4,70
96906,3,1120,4,12,19,6,61
96905,3,2,4,12,973,4,67
96904,2,139,4,49,243,6,1
93402,2,843,4,71,847,3,84
101114,0,21,2,29,38,4,80
101115,2,68,4,76,910,8,86
101116,0,9,4,12,19,6,32
101117,0,12,9,22,358,2,69
94183,1,2,4,12,19,9,9
94462,0,321,9,22,331,4,56
94463,0,50,4,88,91,9,52
94460,0,322,5,11,471,3,45
94461,2,30,4,63,416,4,10
94466,2,323,9,76,726,7,92
94467,37,324,4,12,10,9,40
94464,0,50,4,72,592,5,36
94465,92,9,4,12,821,3,84
94468,1,2,5,44,60,1,87
94469,2,382,4,83,237,7,76
91218,2,1035,4,12,806,2,88
94189,2,215,9,22,647,7,36
111956,1,2,4,8,563,9,61
94188,2,57,4,12,244,9,61
1619945,126,2264,9,58,880,2,74
91216,2,1036,4,5,868,7,33
91217,2,488,4,12,430,3,44
95339,0,12,4,56,152,5,55
95338,1,13,4,71,847,0,37
92109,15,329,4,85,899,4,56
92108,2,3,4,2,199,8,20
92107,2,330,9,73,366,2,74
92106,2,42,4,21,829,9,92
92105,2,330,9,7,210,2,88
92104,2,363,9,7,210,2,74
92103,2,13,3,61,8,9,61
92102,0,105,6,13,345,9,38
95333,1,1,4,49,520,3,81
92100,2,331,4,76,369,7,72
3211501,126,2264,4,12,946,4,52
85376,3,1,4,76,946,2,74
111469,2,30,9,69,861,2,74
111468,0,36,5,11,936,1,12
3211502,126,2264,0,37,649,5,33
111463,1,3,5,88,655,9,57
111462,2,1,4,12,338,9,96
111465,1,5,4,12,440,3,58
111464,1,5,9,25,659,6,74
111467,1,5,4,10,30,3,1
111466,0,52,4,12,476,4,37
110592,2,1,4,89,19,0,91
110593,1,2,4,89,19,9,39
110590,1,2,4,85,405,9,84
110591,126,2264,4,12,868,7,74
110596,1,59,9,58,191,2,74
110597,2,68,5,48,462,1,53
110594,1,2,9,29,844,3,2
110595,1,1,4,23,303,9,44
110598,1,5,5,44,811,7,87
110599,1,5,0,37,468,5,26
112730,1,2,4,76,187,9,96
112731,1,5,4,31,629,4,83
112732,1,2,4,74,374,9,28
112733,1,5,9,58,705,2,86
85815,126,2264,0,37,98,5,33
112735,1,2,4,12,318,0,33
112736,1,5,4,12,318,5,33
112737,1,1,0,37,453,5,33
112738,1,2,4,12,19,9,61
93278,1,2,3,8,293,9,61
93279,3,232,4,19,127,3,53
93276,0,333,4,89,309,7,36
93277,0,333,4,74,928,9,96
93274,0,131,4,2,491,3,5
93275,0,3,4,76,19,7,95
93272,1,3,4,12,410,7,96
93273,3,334,4,43,741,2,86
93270,0,12,4,21,511,5,62
93271,2,335,9,77,990,3,35
98028,0,3,4,5,323,4,17
98029,0,215,5,11,540,1,22
98026,2,337,5,11,344,0,12
98027,126,2264,9,58,897,2,74
98024,0,35,4,97,469,8,3
98025,2,587,4,10,198,9,9
98022,2,338,4,12,520,6,74
98023,3,614,9,69,96,6,74
98020,0,3,4,10,853,6,74
98021,2,25,9,88,810,2,74
110336,1,83,9,25,659,6,74
110337,1,5,9,63,845,1,67
110334,1,1,4,76,710,9,41
110335,0,36,4,75,962,0,42
110332,2,9,4,12,19,6,61
110333,1,5,4,75,250,0,14
110330,2,30,4,12,19,9,89
110331,1,2,9,10,848,3,74
87905,2,44,4,12,19,6,32
110338,1,5,9,25,662,7,72
110339,1,5,9,76,871,6,98
104427,0,655,4,85,899,3,86
104426,0,12,4,12,868,7,74
104425,0,1,4,12,868,8,3
104424,0,21,4,12,868,8,3
104423,2,88,4,12,868,8,31
104422,1,83,4,97,973,8,20
104421,0,1,9,22,396,2,45
104420,2,475,4,53,478,5,78
87906,2,115,5,85,354,2,74
118109,1,2,9,25,278,6,74
118108,2,1,4,12,162,6,7
104429,1,5,4,16,576,3,74
104428,0,10,4,76,753,3,74
96178,126,2264,4,83,865,7,76
96179,3,339,4,49,260,0,72
96172,2,340,4,12,162,0,74
96173,2,76,4,12,306,3,33
96170,0,131,4,12,162,6,74
96171,3,341,4,76,957,9,35
96176,0,50,4,54,672,0,91
96177,2,13,0,67,583,1,15
96174,126,2264,4,36,727,2,77
96175,0,13,9,7,210,2,74
106373,2,68,4,36,727,2,77
102861,0,12,9,76,187,9,86
102863,17,2,5,85,599,9,96
102862,0,12,4,88,91,9,9
102865,126,2264,5,11,597,2,45
102864,3,2,4,10,30,8,1
102867,2,342,9,69,998,1,28
102866,3,204,9,7,52,2,74
102869,2,189,4,36,245,3,29
102868,2,343,9,73,151,3,19
2220732,1,1,4,89,119,6,66
97225,0,3,4,71,847,0,37
97224,126,2264,0,37,479,5,26
97227,2,13,9,94,626,5,33
97226,3,344,9,58,897,2,74
97221,1,3,9,76,871,0,59
97220,0,22,9,77,133,3,59
97223,0,12,4,12,823,7,77
97222,0,12,4,12,260,0,55
97229,0,35,4,5,306,8,93
97228,0,345,4,12,99,6,40
102285,0,1,4,59,188,8,43
102284,0,1,0,37,468,5,26
99045,3,2,4,98,481,0,42
102286,0,1,4,31,945,0,3
102281,1,1,4,76,119,2,39
102280,0,3,4,74,976,9,9
102283,0,21,4,74,993,9,28
102282,0,3,9,22,358,2,69
102289,0,10,4,75,962,0,42
102288,2,1,4,12,198,6,86
99049,2,1,4,58,880,2,74
99048,2,9,4,74,928,9,28
107428,2,13,4,54,672,0,91
107426,1,5,4,12,211,7,65
107427,1,5,4,23,615,9,44
107424,1,2,4,12,424,8,34
107425,0,12,4,53,894,8,43
107422,2,44,4,12,424,6,43
107423,1,2,4,12,162,6,74
107420,2,1,4,76,753,4,2
107421,2,44,4,12,867,8,51
112378,126,2264,4,12,19,6,39
112379,2,1,4,50,516,1,95
105488,2,204,9,58,880,2,74
105489,0,22,4,75,962,0,42
105486,2,21,9,78,64,3,81
105487,2,68,4,85,354,9,61
105484,1,5,4,76,50,6,74
105485,1,1,9,7,210,3,23
105482,2,68,4,43,446,2,74
