,mod,wt,km_10,km_100,km_1000,gmm_10,gmm_100,gmm_1000
94911,126,2264,7,74,928,7,65,112
94916,23,199,4,72,868,6,98,523
94917,126,2264,5,37,667,7,45,93
94914,0,273,9,66,382,1,20,378
94915,0,1121,0,74,506,8,23,120
94918,0,12,2,73,619,4,21,405
94919,0,3,7,74,570,2,57,581
111009,2,1,4,72,623,6,98,883
111008,1,1,9,6,652,7,24,222
111003,1,5,4,83,318,6,90,253
111002,1,5,9,14,898,7,30,568
111001,0,10,6,64,246,8,25,962
111000,1,2,2,69,114,4,31,497
111007,0,36,7,74,677,4,23,133
111006,2,68,9,14,645,7,20,912
111005,1,2,4,71,817,0,95,570
111004,1,2,7,39,183,7,37,857
110758,1,5,9,6,722,2,57,222
110759,2,44,4,12,230,6,40,998
110750,1,5,4,61,60,6,7,255
110751,1,1,7,44,161,4,5,252
110752,2,30,4,72,503,7,98,662
110753,1,5,7,18,813,1,16,494
110754,1,2,4,72,354,6,98,494
110755,1,5,7,74,561,6,20,711
110756,2,1,9,1,354,1,20,494
110757,1,5,9,47,209,6,30,550
109634,0,36,9,14,205,7,30,986
109637,1,2,7,48,92,4,81,117
88885,2,276,7,74,284,4,17,147
88884,45,1473,9,14,50,8,59,214
88887,126,2264,3,88,817,0,0,649
88886,2,151,3,6,288,2,57,442
88881,126,2264,9,85,920,7,67,619
88880,126,2264,7,74,748,7,23,913
88883,2,200,4,36,929,6,77,585
88882,2,1479,8,82,275,7,87,137
88889,0,12,9,55,786,7,80,91
88888,126,2264,1,56,96,8,48,413
96668,0,52,8,82,275,0,87,137
96669,3,201,0,30,2,9,4,526
96662,0,12,7,48,949,4,81,800
96663,2,25,9,31,608,8,44,226
96660,2,3,1,31,618,8,76,214
96661,2,718,4,72,333,6,98,167
96666,2,20,7,14,205,4,20,986
96667,0,52,3,88,843,2,18,483
96664,2,13,2,66,992,4,31,161
96665,0,3,7,74,356,2,0,776
97391,126,2264,4,52,379,6,43,195
97390,0,52,3,35,637,2,72,198
97393,2,202,4,72,378,7,98,734
97392,0,203,9,48,303,4,81,789
97395,1,2,2,69,659,7,31,344
97394,2,204,5,27,547,7,6,267
97397,0,1,5,45,960,7,6,250
97396,0,3,9,14,205,7,30,986
97399,2,42,5,45,124,7,6,537
97398,2,30,7,6,155,2,57,969
94288,0,97,8,82,269,0,87,755
94282,3,1775,7,64,975,4,59,978
94283,2,13,9,14,205,4,20,986
94280,2,12,9,47,326,1,30,903
94281,3,161,9,82,77,7,51,730
94286,1,3,4,36,612,6,77,895
94287,2,90,7,48,393,4,81,827
94284,126,2264,9,71,817,0,95,861
94285,2,7,7,44,713,4,5,9
2512110,2,205,7,74,37,4,20,18
97535,0,116,5,27,859,7,75,70
97534,0,12,6,92,676,9,64,525
97537,2,206,9,47,738,7,30,469
97536,0,22,9,47,825,8,30,903
97531,1,3,8,82,275,6,7,209
97530,3,207,9,14,809,2,72,623
97533,1,208,5,37,822,7,45,997
97532,126,2264,7,0,302,2,39,549
97539,1,3,7,44,161,4,5,252
97538,1,1,5,45,420,7,6,259
94130,0,3,5,39,420,7,37,259
94131,0,48,7,18,448,1,16,233
94132,0,352,7,14,590,7,39,227
94133,2,3,3,88,728,2,18,224
94134,2,51,5,23,58,7,91,882
94135,2,2,9,47,825,2,30,422
94136,2,2,9,14,66,1,30,903
94137,2,115,9,14,769,7,20,205
94138,2,76,9,47,825,8,30,784
94139,2,730,5,45,972,7,54,111
102511,25,212,5,37,667,7,45,93
102510,2,213,9,14,923,7,20,128
102513,2,9,9,14,199,7,30,116
102512,0,12,4,67,286,6,98,14
102515,1,1,4,12,230,6,40,343
102514,2,1,7,74,706,1,23,800
102517,2,9,2,69,508,7,31,322
102516,126,2264,5,82,329,7,45,294
102519,0,21,9,85,920,7,67,408
102518,0,1,9,47,825,7,30,509
112648,1,1,7,48,393,4,81,827
104829,3,28,4,36,929,6,77,585
104828,0,21,9,14,655,7,10,545
112640,1,2,3,6,288,2,57,442
104822,1,5,7,48,393,4,81,827
112642,1,2,9,47,77,7,30,903
112643,1,2,7,95,358,4,23,796
112644,1,1,7,24,323,6,73,687
104826,2,216,7,48,92,4,81,117
112646,1,2,5,37,134,7,45,111
104824,2,67,5,45,960,7,54,749
99289,2,159,5,23,411,7,54,696
99281,0,35,7,74,928,4,23,472
99280,0,218,7,48,949,4,81,800
99283,2,219,9,92,625,8,30,577
99282,0,3,5,45,960,7,80,997
99285,0,220,9,12,17,6,40,700
99284,0,12,9,26,30,1,22,622
99287,0,33,9,47,66,8,30,162
99286,1,3,9,47,746,8,30,303
99757,0,22,9,64,903,9,59,728
99756,1,1,7,14,224,1,20,168
99755,2,13,5,23,264,7,54,111
99754,0,35,1,18,476,1,16,395
99753,0,22,9,60,199,7,10,112
99752,2,1,9,14,205,7,10,205
99751,3,222,9,14,746,7,20,205
99750,3,222,7,44,977,4,5,252
99759,2,40,9,14,999,6,20,494
99758,2,13,9,14,105,7,20,821
95663,2,204,5,45,960,7,6,589
95662,1,5,9,27,769,7,75,122
95661,2,14,5,39,134,7,37,537
95660,0,36,7,48,92,4,81,117
95667,7,5,5,37,144,7,45,362
95666,2,2,7,66,382,1,29,943
95665,0,1,8,2,691,7,50,826
95664,2,22,4,72,230,6,98,343
216734,2,1,7,0,950,4,36,605
95669,3,28,9,60,28,7,10,542
95668,2,223,9,14,746,8,30,509
216733,1,83,8,53,861,4,60,640
109428,1,5,7,53,861,8,60,640
109429,1,2,9,60,199,7,10,274
109424,1,5,4,72,333,6,98,167
109425,1,1,9,8,556,7,89,190
109426,0,12,3,6,370,2,24,697
109427,2,14,3,2,370,2,50,697
109420,2,1,0,55,786,7,80,738
109421,2,14,4,72,579,0,98,462
109422,1,1,3,35,43,2,53,500
109423,1,5,8,61,179,0,7,889
105882,1,2,5,82,124,7,87,730
105883,2,68,3,35,723,2,72,100
105880,1,2,9,60,807,7,65,112
105881,2,1,7,8,556,4,89,702
105886,2,7,3,35,845,2,72,57
105887,0,1,7,18,448,1,16,233
105888,2,1,6,94,552,9,32,247
105889,2,1,9,14,237,4,20,975
92572,2,760,7,0,112,8,23,925
92573,2,206,9,14,949,7,20,509
92570,2,53,2,86,481,8,93,759
92571,2,240,9,85,920,7,30,408
92576,2,348,2,5,609,4,31,161
107034,1,5,4,72,212,6,98,249
92574,2,313,9,40,859,7,30,991
107036,0,21,5,45,276,7,6,394
107039,0,229,9,47,209,6,30,422
107038,1,2,6,64,951,8,59,410
92578,2,13,7,74,375,7,23,961
92579,2,122,7,59,116,1,47,73
90996,2,42,7,6,288,2,23,442
102482,0,131,9,66,382,4,29,943
102481,0,3,3,6,889,2,57,770
102480,2,7,9,85,670,4,67,408
102487,0,10,0,0,500,8,36,818
102486,2,1,7,93,174,7,61,469
102485,0,52,9,14,395,7,30,509
102484,0,21,9,47,652,8,30,33
1447601,2,13,1,20,675,8,70,19
92396,2,230,4,8,119,7,89,702
92397,2,231,3,35,43,2,53,500
92394,0,12,2,55,114,7,80,416
92395,2,80,9,87,756,7,50,265
92392,1,3,7,6,155,2,57,969
92393,2,7,5,23,914,7,45,294
92390,126,2264,9,14,37,7,20,509
92391,3,232,7,11,742,4,34,683
92398,0,233,5,37,498,7,45,267
92399,3,234,9,14,569,8,30,784
93629,2,7,6,64,312,9,25,590
93628,2,14,5,45,960,7,6,749
93625,0,22,9,47,119,7,30,702
93624,2,235,7,82,180,7,57,680
93627,3,236,7,44,483,4,5,507
93626,3,236,4,36,627,6,77,806
93621,2,237,7,14,37,1,20,292
93620,2,238,9,14,746,7,20,33
93623,2,239,9,8,119,4,89,702
93622,2,239,9,47,335,8,30,903
90589,2,261,9,64,676,8,59,962
104276,2,1,7,42,37,7,23,18
104274,0,36,5,61,488,6,7,528
90588,2,35,7,74,119,9,20,702
93136,2,13,9,52,744,6,43,84
104272,1,5,5,23,105,7,91,696
104273,1,30,7,23,105,7,91,981
104270,126,2264,9,8,556,7,89,190
1395425,126,2264,5,45,960,7,54,627
104271,2,68,4,61,488,6,7,240
91726,0,36,7,64,936,4,59,978
106864,1,2,9,14,119,7,20,702
91724,2,242,7,64,903,8,59,728
2419163,126,2264,7,0,237,4,36,975
91725,0,105,6,64,407,8,59,590
105309,0,167,7,79,912,9,79,923
105308,0,82,5,37,134,7,45,749
106863,0,12,2,5,575,4,31,308
105301,2,7,9,14,677,4,30,471
105300,2,7,1,56,138,8,13,316
105303,1,2,7,39,420,7,37,259
105302,2,244,4,36,755,6,77,342
105305,1,2,2,69,45,4,31,269
105304,0,12,7,74,94,2,23,994
105307,1,2,7,66,382,1,29,943
105306,1,2,9,14,205,8,20,33
2620848,126,2264,9,14,569,8,30,784
84755,126,2264,4,36,228,6,77,550
84754,1,5,7,7,304,1,3,841
2764189,2,2,6,3,311,4,27,312
84756,126,2264,9,47,825,7,30,104
84759,1,5,5,55,324,7,80,307
2764186,126,2264,5,42,117,7,80,36
2764185,2,7,7,74,706,4,23,472
2764184,2,245,9,56,746,7,13,33
2764183,26,52,9,64,903,7,59,728
2764182,2,44,5,23,778,7,91,981
2764181,27,246,7,74,570,2,57,581
2764180,1,247,9,8,119,4,89,702
86449,2,1,4,61,929,6,17,244
86448,126,2264,0,73,673,9,21,657
86447,7,573,4,14,726,6,20,375
86446,3,1158,9,47,825,1,30,104
86445,126,2264,9,14,894,7,30,826
86444,3,1046,7,74,706,4,23,339
86443,2,678,9,14,123,9,4,812
86442,94,1095,7,61,382,1,17,943
86441,0,22,9,14,37,2,20,509
86440,3,678,9,14,205,4,30,986
106146,1,2,4,72,903,9,98,978
106142,1,5,2,5,603,4,31,692
106143,26,248,3,88,990,2,18,621
106141,0,12,7,48,479,4,81,827
102656,2,1,7,44,483,7,34,507
102657,126,2264,8,82,377,7,87,583
102654,2,206,8,14,105,7,91,630
102655,0,12,7,80,439,4,36,295
102652,0,12,9,47,571,6,30,740
102653,2,130,8,82,172,0,87,740
102650,2,30,9,27,769,7,75,70
102651,2,76,0,76,38,5,88,493
102658,0,12,5,45,134,7,54,749
102659,3,249,3,35,236,2,53,500
108434,28,250,5,37,752,7,45,755
108435,1,1,7,48,393,4,81,827
108436,2,1,2,81,777,4,74,681
108437,1,59,7,0,839,1,36,695
108430,1,2,7,48,387,7,81,420
108431,1,30,5,27,98,7,75,122
108432,1,5,9,73,140,9,21,657
108433,2,1,9,7,229,7,3,841
108438,1,2,7,26,128,1,49,787
108439,3,1,9,48,949,7,81,827
2788983,1,59,1,91,675,8,44,480
2788982,1,1,9,42,117,7,30,496
90585,2,92,4,36,209,6,77,550
89042,126,2264,9,14,918,9,20,509
89043,126,2264,9,47,267,7,30,631
89040,2,13,7,48,726,4,81,375
89041,126,2264,6,14,361,8,20,334
89046,126,2264,9,29,204,9,56,953
89047,2,129,7,74,677,4,23,133
89044,126,2264,4,52,79,6,43,674
89045,2,251,4,83,318,6,90,253
90584,2,838,4,83,318,6,90,253
89048,126,2264,4,83,318,6,90,253
89049,126,2264,8,82,275,0,87,137
103017,1,3,6,31,281,9,52,440
103016,2,1,6,64,181,8,64,421
103015,0,36,2,8,119,4,89,702
103014,0,36,5,23,411,7,45,111
103013,0,52,7,74,677,4,23,133
103012,2,1,9,42,117,7,20,496
103011,0,1,7,2,361,0,50,334
103010,126,2264,7,74,726,2,20,375
85936,2,102,9,14,395,7,30,537
85937,3,253,3,88,942,2,18,288
85934,2,128,5,37,113,7,45,362
85935,2,90,9,19,644,7,80,284
85932,3,2,7,63,237,4,36,975
85933,3,254,7,60,225,7,65,665
103019,2,14,4,36,674,7,77,297
103018,0,10,7,61,391,6,7,61
90586,0,3,4,12,347,6,40,998
87471,126,2264,5,23,411,7,54,505
87470,126,2264,9,14,199,7,10,545
87473,126,2264,2,5,508,4,31,2
87472,126,2264,9,71,350,0,95,816
87475,0,829,5,40,324,7,20,307
109740,2,131,1,56,984,7,54,775
87477,126,2264,5,23,984,7,54,505
87476,2,13,3,71,350,0,95,649
87479,126,2264,1,56,834,7,48,386
87478,126,2264,8,71,350,0,95,570
109749,126,2264,9,47,746,7,30,903
109748,0,21,7,74,506,9,23,994
88869,2,115,9,47,746,8,30,903
3187539,126,2264,7,0,479,4,36,699
103321,2,30,6,94,915,9,32,368
88319,2,13,7,46,463,4,23,164
88318,126,2264,7,74,47,1,20,378
88866,8,97,9,18,837,8,30,670
88315,2,44,9,12,17,6,40,700
88314,126,2264,7,14,487,4,20,846
88317,0,1,7,42,928,7,23,18
88316,126,2264,7,0,438,4,36,834
88311,2,123,4,36,754,6,2,587
88310,126,2264,4,95,926,4,98,147
88313,2,42,4,12,166,6,40,541
88312,2,13,9,82,275,0,30,903
2483562,0,3,9,85,245,7,10,542
88864,126,2264,9,87,756,7,50,265
88863,2,505,9,14,37,7,20,17
103324,2,13,9,14,205,4,30,986
1236479,2,1,5,37,822,7,45,43
88861,2,17,9,14,324,7,30,466
103326,0,1,9,47,825,9,30,104
100098,0,258,9,14,37,9,20,17
100099,2,30,9,47,825,7,30,104
100096,2,1,4,12,71,6,40,143
100097,0,52,7,28,881,1,46,262
100094,0,12,7,44,713,4,5,9
100095,0,22,9,85,920,7,67,619
100092,0,203,1,86,193,1,13,643
100093,2,13,9,47,825,7,30,104
100090,2,44,2,5,656,4,31,2
100091,2,30,7,18,297,1,16,233
107826,1,5,6,14,434,8,20,421
90422,2,260,7,6,111,7,24,798
90423,2,1,9,14,172,7,30,607
90420,126,2264,1,43,948,8,48,976
90421,2,261,2,69,666,4,31,22
90426,3,92,4,52,495,6,43,674
90427,2,262,7,74,593,4,23,949
90424,0,3,3,35,845,2,72,293
90425,126,2264,5,55,960,7,80,307
90428,2,263,7,3,311,4,27,312
90429,126,2264,5,39,420,7,37,259
90398,2,264,5,45,411,7,54,111
90399,2,228,5,37,822,7,45,997
90390,0,3,9,2,756,7,50,265
90391,126,2264,7,74,487,4,23,846
90392,2,265,2,69,666,4,31,668
90393,0,3,5,23,753,4,54,505
90394,2,128,8,86,794,0,24,759
90395,2,856,3,88,341,2,18,705
90396,0,105,9,6,722,2,57,222
90397,2,266,0,99,322,9,55,257
101329,0,12,7,74,260,0,23,905
101328,0,12,9,47,825,6,30,903
101325,0,1,7,42,712,4,23,477
101324,0,1,9,0,205,4,20,986
101323,0,3,7,82,726,4,23,375
101322,0,12,0,14,338,8,20,79
101321,2,9,1,20,338,8,70,635
101320,1,2,7,74,928,9,23,372
85169,2,125,7,60,171,7,65,112
85168,3,882,1,56,898,8,13,33
85161,4,864,0,76,38,5,88,493
85160,1,1,4,24,237,6,73,975
85163,19,865,4,52,79,6,43,674
85162,3,1,6,8,119,4,89,702
85165,126,2264,7,7,747,1,3,886
85164,126,2264,8,68,34,0,93,902
85167,2,9,7,74,168,1,3,472
85166,2,461,7,74,605,6,0,576
2389766,0,105,7,74,199,4,3,545
109574,1,5,4,36,209,6,77,550
109575,0,3,4,52,379,6,43,195
109572,1,2,7,8,556,7,89,190
109573,1,5,9,14,746,7,30,903
109570,1,5,9,41,655,7,67,545
109571,2,1,9,2,691,7,50,265
111630,1,2,7,20,137,7,70,635
111631,2,2,4,12,130,6,40,968
111632,1,2,5,37,606,7,45,151
111633,2,1,9,14,387,4,20,420
111634,2,1,6,3,311,9,27,312
111635,1,5,9,14,37,7,30,509
95278,4,270,5,37,547,7,6,267
95279,2,271,9,43,898,8,48,716
95271,0,3,4,12,130,6,40,968
95272,2,272,4,12,698,6,40,192
95273,2,13,4,72,333,6,40,167
95274,2,50,4,12,20,6,40,422
95275,0,52,7,60,707,7,10,542
95276,2,44,7,12,71,6,40,143
95277,0,13,7,18,297,1,16,233
94897,0,3,7,26,297,1,22,233
94896,3,2,5,55,748,7,80,913
94895,0,12,9,93,174,7,61,469
94894,0,12,3,6,889,2,57,770
94893,0,273,2,48,539,4,31,692
94892,2,206,9,3,311,9,27,38
94891,2,76,7,11,70,4,34,202
94890,2,274,7,44,977,4,5,751
94899,0,275,6,21,876,9,25,688
94898,0,3,7,18,297,1,16,233
95858,0,22,1,20,970,8,44,810
95859,126,2264,2,85,934,4,67,769
92808,0,3,4,36,627,0,77,78
92809,0,3,5,45,960,7,6,250
92806,2,277,9,14,205,7,20,986
92807,2,278,9,60,223,7,10,112
92804,2,65,9,14,300,7,20,935
92805,2,44,8,24,730,0,73,564
92802,2,90,9,47,746,8,30,568
92803,0,279,7,60,225,7,65,665
92800,2,9,9,14,3,7,20,205
92801,3,280,2,69,996,4,31,769
89525,0,3,9,48,949,7,81,712
89524,3,385,7,66,947,4,17,563
89527,2,204,9,47,511,8,30,285
89526,2,1447,8,82,105,7,91,981
89521,0,36,9,26,386,1,22,423
89520,2,838,9,47,825,7,30,466
89523,2,337,7,60,361,7,65,112
89522,3,1450,1,1,614,1,13,384
2012233,126,2264,3,35,845,2,72,501
89529,2,1976,3,35,115,2,72,501
89528,2,123,9,42,593,6,20,949
110273,1,5,5,37,667,7,45,93
110272,2,1,5,37,95,7,45,362
110271,0,22,7,74,408,4,23,779
110270,1,1,1,14,885,8,20,630
110275,2,1,7,14,694,9,20,689
110274,2,1,7,12,441,6,40,127
88241,2,7,7,60,789,7,10,826
88240,2,281,4,72,333,6,98,167
88247,2,139,9,39,789,7,37,106
88246,0,12,4,72,411,6,3,994
88245,126,2264,9,47,920,7,30,619
88244,2,252,9,14,894,7,30,213
105147,0,69,2,5,575,4,31,308
105146,2,1,7,26,128,1,49,787
105145,3,1,7,8,119,7,89,702
105144,0,30,4,61,130,6,7,968
105143,2,30,9,53,402,8,62,708
105142,2,1,4,67,324,7,2,951
105141,1,1,9,14,332,7,10,617
100853,0,283,4,52,379,6,43,14
105149,1,2,9,14,37,7,20,509
105148,1,5,7,74,975,1,23,65
100856,0,1,1,91,151,8,44,19
100857,0,3,7,14,224,4,20,960
93867,3,62,1,91,402,7,62,708
93866,3,284,7,26,128,1,49,787
93865,2,204,7,60,225,7,65,112
93864,2,95,1,20,970,8,44,810
93863,3,285,9,47,825,7,30,903
93862,126,2264,4,95,358,4,98,796
93861,3,2,7,11,742,4,34,339
93860,2,286,9,31,167,8,30,760
100855,2,1,5,37,524,7,45,957
93869,126,2264,6,95,163,4,59,796
93868,2,139,7,60,807,7,10,112
107789,20,177,3,59,637,2,72,57
107788,1,2,4,47,567,6,30,550
107783,1,5,2,81,827,4,74,298
107782,1,2,0,73,140,8,21,257
107781,1,2,9,14,920,7,20,260
107787,2,30,7,74,878,4,23,472
107785,2,8,5,45,960,7,30,537
107784,0,1,5,39,420,7,37,259
94075,1,3,7,57,798,6,92,984
94074,0,3,7,74,119,4,23,702
94077,3,2,4,83,318,6,90,253
94076,126,2264,9,8,119,7,89,702
94071,2,1,9,47,825,7,30,104
94070,2,14,8,22,350,0,60,193
94073,2,13,7,26,554,1,22,268
94072,2,919,4,71,597,6,9,210
94079,1,30,7,74,918,2,23,770
94078,0,12,3,88,734,2,18,929
90985,126,2264,3,71,817,0,95,861
90984,2,51,3,35,723,2,72,57
102496,0,287,4,12,71,6,40,143
90986,2,13,4,36,957,6,77,878
102490,2,1,7,74,928,9,23,840
102491,0,21,9,14,37,6,20,509
90983,3,858,7,14,828,1,20,821
102493,0,1,9,36,209,6,77,550
90989,2,102,8,82,42,0,51,137
102499,2,189,7,74,361,9,23,709
108632,0,36,2,93,160,4,61,985
108633,0,12,1,31,898,8,48,716
108630,2,80,7,18,476,1,16,395
108631,1,5,7,74,275,6,23,372
108636,1,5,9,47,825,7,30,104
108637,2,115,9,14,37,7,30,509
108634,1,2,9,47,825,4,30,550
108635,1,2,2,85,670,4,67,408
108638,2,1,4,72,791,6,98,895
108639,1,2,7,71,817,0,95,570
1321753,2,44,9,47,825,7,30,104
110706,2,1,5,45,960,7,17,749
108188,126,2264,7,87,756,7,50,265
108189,1,2,9,14,237,8,55,975
108184,1,83,9,18,631,8,16,670
108185,1,2,4,36,209,6,2,550
108186,1,2,9,85,245,4,67,408
108182,1,2,9,10,541,8,12,103
108183,1,83,4,12,230,6,40,343
91165,126,2264,7,11,97,4,34,339
91166,126,2264,7,53,792,1,16,452
91167,2,13,9,47,567,7,30,903
91160,0,50,9,47,825,6,30,903
91161,2,289,5,37,972,7,45,564
91168,2,272,9,47,825,2,30,422
91169,126,2264,2,81,664,4,74,592
106551,2,68,9,93,174,4,61,945
91293,2,90,2,69,45,4,31,495
109581,1,1,9,14,655,7,10,545
91291,2,1042,7,93,47,1,61,75
109587,1,2,9,47,294,7,30,631
91297,2,17,0,25,123,9,20,812
91294,2,1052,4,36,209,6,77,550
91295,1,2,4,36,261,6,77,806
106559,1,5,3,35,319,2,53,26
106558,1,2,9,47,825,4,30,784
91298,2,170,3,88,726,2,0,375
109588,1,5,4,36,20,6,77,343
858086,1,5,9,14,678,1,55,287
858085,2,1,4,72,993,6,40,296
105928,1,5,9,47,746,7,30,903
105921,1,2,9,14,37,7,20,91
105920,1,2,7,74,37,7,20,372
105923,1,2,9,14,322,8,17,509
105922,0,10,5,45,894,7,87,826
105925,1,2,9,47,825,7,30,104
105924,0,7,4,72,484,6,98,337
105927,126,2264,7,0,529,4,36,454
105926,0,82,9,47,825,7,30,104
91836,2,234,2,81,827,4,74,592
91837,2,128,0,23,105,7,91,68
91834,126,2264,7,14,37,4,20,91
91835,0,62,9,14,746,8,30,509
91832,2,13,9,95,358,4,20,796
91833,126,2264,9,87,756,7,30,265
91830,3,692,9,14,590,7,39,227
91831,2,290,9,85,670,7,67,408
91838,2,215,7,60,225,7,65,112
91839,2,57,9,85,920,7,67,408
100258,0,291,9,26,386,6,22,672
100259,2,292,4,67,857,6,98,715
107209,1,2,9,47,746,8,30,903
100254,0,3,4,72,993,6,95,296
100255,126,2264,1,56,511,8,48,285
100256,0,3,9,14,395,7,20,509
107205,1,5,9,14,411,7,54,91
100250,2,13,3,88,734,2,18,621
100251,2,274,9,47,825,8,30,784
107200,2,1,9,14,675,7,30,903
107201,1,5,9,42,283,7,20,36
107217,1,12,5,42,712,7,80,496
117858,2,1,7,0,254,4,17,684
117859,0,12,5,45,956,0,6,205
117852,2,68,9,84,841,1,22,402
117853,1,5,5,45,334,7,6,589
117850,2,8,4,72,535,6,40,246
117851,1,2,2,69,478,4,31,758
117856,2,1,5,23,884,7,91,696
117857,2,68,5,23,884,7,91,696
117854,1,2,4,52,286,6,43,14
117855,0,12,4,52,79,6,43,674
107212,2,91,7,27,98,7,75,122
93478,0,12,7,26,554,8,22,268
93479,3,232,9,6,308,7,57,442
220342,2,13,3,71,817,2,95,649
101125,2,30,2,5,539,4,31,2
101124,2,44,9,14,330,0,57,109
93476,126,2264,3,99,963,2,55,934
101126,126,2264,9,60,691,7,65,826
101121,0,10,4,36,598,6,77,806
93471,2,1654,4,12,17,6,40,240
101123,2,159,4,36,286,6,98,14
93473,0,3,9,47,825,7,30,104
98228,126,2264,9,47,245,7,30,104
98224,0,1,4,36,209,6,2,550
98225,2,25,4,36,228,0,77,895
98226,2,295,9,47,746,8,30,903
98227,0,12,9,14,738,7,30,509
98220,1,2,9,18,813,7,16,10
98221,1,3,9,60,807,7,10,106
98222,0,35,9,73,140,4,21,824
98223,3,296,7,74,706,1,23,65
85369,126,2264,7,60,225,7,65,112
85368,2,651,7,0,681,4,36,144
85363,3,998,4,72,590,2,39,227
85362,2,999,9,61,265,7,7,889
85361,21,1279,1,15,309,8,52,293
85360,0,655,5,45,239,7,45,111
85367,2,1,4,72,354,6,98,494
85366,126,2264,5,55,748,7,80,913
85365,126,2264,2,5,920,7,67,619
85364,0,1,5,23,667,7,24,798
87211,126,2264,7,74,237,8,23,975
87210,126,2264,9,52,744,6,43,14
87213,126,2264,9,14,677,4,30,999
87212,126,2264,5,45,124,7,50,455
87215,2,297,4,72,194,4,23,977
87214,126,2264,9,47,746,1,30,903
87217,126,2264,9,47,134,7,30,903
87216,0,52,0,73,590,4,39,227
87219,2,30,4,36,125,7,2,524
87218,0,1,4,36,929,6,77,585
2230740,126,2264,9,42,387,7,30,420
799980,1,2,9,14,726,7,20,812
799981,2,1,3,14,845,2,19,578
799982,0,12,4,14,237,6,20,975
799983,2,1,6,94,277,9,32,12
799984,1,3,9,47,245,7,30,537
799985,1,2,4,12,71,6,40,143
799986,2,1,7,74,928,7,23,18
799987,2,9,4,12,391,6,40,61
3213873,126,2264,7,18,837,1,16,670
3213872,126,2264,5,27,859,7,6,70
3213871,126,2264,4,72,698,6,98,296
1852339,2,91,9,14,877,7,30,980
621293,0,299,7,44,977,8,5,751
621294,1,1,7,14,37,6,20,91
1087888,1,5,2,73,673,4,21,657
2621064,2,7,5,0,405,7,20,755
2621066,2,0,9,14,600,7,30,740
2621067,2,2,9,91,223,7,10,274
2621060,1,3,5,45,960,7,6,749
2621062,0,3,4,36,929,6,77,585
2621063,2,90,0,42,411,7,54,484
91339,1,1,9,47,825,8,30,104
103198,0,1,5,37,914,7,45,294
103199,0,74,9,47,511,7,30,903
103192,0,3,5,45,239,7,6,612
103193,1,2,2,86,481,4,31,820
103190,1,1,4,24,323,6,73,105
103191,1,1,9,87,796,7,20,265
103196,2,1,9,55,711,7,10,556
103197,0,3,0,29,112,9,56,812
103195,0,1,4,36,20,6,77,343
103224,0,1,9,60,171,7,65,186
103225,0,3,0,66,322,9,4,257
103226,1,5,7,74,422,4,4,879
103227,1,1,4,36,751,6,77,628
103220,0,12,2,93,831,4,61,870
103221,0,35,4,72,230,6,98,192
103222,1,1,4,12,230,6,40,998
103223,1,300,7,74,928,9,23,8
103228,31,1,6,15,464,9,52,231
103229,0,52,5,37,921,7,45,803
94958,32,301,9,47,746,7,30,903
92641,2,302,7,60,807,7,65,332
111049,2,1,1,31,335,8,76,123
111048,1,2,7,6,310,0,24,799
97742,0,69,7,6,361,0,24,334
97740,0,69,7,74,928,6,23,372
97741,0,69,5,45,753,7,54,505
97746,0,22,7,11,742,4,34,683
97747,2,9,1,56,604,8,44,386
97744,1,30,7,18,484,6,16,337
97745,3,89,5,45,960,7,6,250
88104,2,304,7,60,487,4,65,846
88105,0,3,4,40,324,6,20,951
88106,0,305,5,40,202,7,6,991
88107,126,2264,4,36,209,6,77,878
88100,126,2264,5,27,547,7,75,537
88101,2,1,7,39,789,7,37,598
88102,126,2264,9,47,746,7,30,509
88103,33,306,8,93,730,0,61,469
100755,0,50,9,47,825,7,30,104
100754,0,12,4,36,209,6,77,550
100757,34,81,9,14,675,8,20,480
100756,1,2,9,47,823,7,30,455
100751,0,307,1,91,675,8,44,480
100750,1,1,2,69,543,4,31,393
100753,1,1,3,35,723,2,72,100
100752,0,203,8,61,391,0,7,61
100759,1,5,9,36,209,6,77,878
100758,2,309,7,14,877,8,20,980
95458,2,9,7,26,985,1,22,926
95459,2,9,7,12,888,6,40,249
95450,0,3,5,23,329,7,45,294
95451,0,15,7,42,712,7,8,477
95452,0,9,9,14,219,7,20,232
95453,0,105,2,5,575,7,31,308
95454,0,13,4,52,495,6,43,414
95455,7,5,4,36,228,0,77,258
95456,2,1,1,1,614,1,13,384
95457,2,9,4,36,209,6,72,422
112802,2,1,9,6,722,7,24,222
112803,1,1,9,14,746,8,20,753
931616,3,1,4,12,522,6,40,143
91333,0,1,7,74,522,4,40,246
101118,1,83,9,55,748,7,80,913
101119,0,1,9,14,413,9,20,978
90219,2,311,7,11,748,4,34,913
90218,0,12,9,14,199,7,20,112
90215,2,53,9,14,746,8,30,509
90214,35,312,9,47,379,6,30,509
90217,2,7,5,37,259,7,45,930
90216,2,44,4,12,71,6,40,143
90211,8,313,4,72,410,6,40,296
90210,126,2264,9,45,960,7,30,749
90213,2,204,5,45,859,6,6,557
90212,2,154,7,74,28,7,10,3
101110,0,52,9,47,199,7,30,545
96909,36,314,7,61,93,1,7,277
96908,1,1,9,88,848,2,19,229
101111,0,3,8,82,275,0,87,137
