,km_10,km_100
104654,3,91
104655,4,20
104656,5,24
104657,8,59
104650,3,54
104651,4,38
104652,5,55
104653,7,86
104658,8,59
104659,5,41
105525,5,41
105527,4,20
105526,8,5
105529,7,86
105528,6,66
112129,7,35
112128,7,35
112121,3,9
112120,7,12
112123,3,24
112122,3,24
112125,3,24
112124,0,42
112127,3,92
112126,4,81
107679,7,35
107678,5,24
107677,3,26
107676,6,10
107672,8,59
107671,4,94
107670,3,54
93043,8,59
108841,7,86
108840,9,19
108843,6,66
103233,4,15
108842,3,83
103232,6,66
108845,7,7
87785,4,16
108844,6,31
87784,5,97
100548,3,53
100549,8,52
100544,8,45
100545,8,9
100546,4,15
100547,9,19
100540,6,10
100541,3,32
100542,8,52
100543,4,15
108210,9,19
108211,8,2
108212,0,68
108213,7,35
108214,3,54
108215,3,24
108216,3,79
108217,4,41
108218,6,66
108219,8,27
87780,4,20
86348,8,26
86349,3,79
106705,8,44
86340,6,10
86341,8,59
86342,6,66
86343,8,5
86344,3,38
86345,3,78
86346,7,12
86347,7,24
106707,7,86
106701,8,59
91506,7,86
91507,8,59
91504,3,91
91505,3,54
91502,8,69
91503,7,3
91500,8,11
91501,7,86
106703,8,59
91508,7,86
91509,3,24
101639,3,41
101638,6,27
101635,3,41
101634,4,15
101637,4,15
101636,3,35
101630,3,24
101633,3,12
101632,7,7
2670795,6,10
89207,3,41
85705,4,38
85704,8,46
85707,4,4
85706,0,5
85701,7,7
85700,8,53
85703,8,91
85702,4,16
85709,5,24
85708,8,46
94819,6,10
94818,7,7
94817,8,98
94816,8,4
94815,7,86
94814,8,98
94813,3,26
94812,8,91
94811,3,98
94810,8,98
620671,8,98
620673,8,12
620672,6,20
87633,5,48
87632,5,38
87631,7,7
87630,8,59
87637,6,10
87636,5,24
87635,3,24
87634,3,48
87639,3,24
87638,5,24
217514,7,7
217515,4,38
217512,4,81
110141,6,12
110140,8,86
110143,8,59
110142,8,98
110145,7,7
110144,8,52
110147,3,94
110146,5,24
110148,9,45
88618,4,83
88619,6,10
88614,7,86
88615,4,98
88616,7,3
88617,8,78
88610,3,24
88611,3,38
88612,0,69
88613,7,7
84845,8,59
84844,6,10
97779,6,10
97778,3,41
96507,5,67
96506,8,11
96505,8,69
96504,7,33
96503,7,86
96502,7,86
96501,3,24
96500,7,7
88173,6,10
96509,7,7
96508,4,98
97676,7,86
97677,8,2
97674,8,58
97675,7,86
97672,6,10
97673,3,24
97670,6,10
97671,6,66
88175,6,66
97678,7,7
97772,4,15
97771,3,2
97770,6,52
90909,8,9
90908,7,7
102414,9,30
90904,3,24
90907,5,40
90906,7,7
102410,7,24
102411,5,40
90903,3,24
102413,7,86
100989,8,59
95968,8,59
95969,7,86
107079,7,59
107078,7,86
145901,3,8
145900,5,40
92534,7,86
2477913,8,44
92535,9,19
107071,8,26
99410,7,86
99411,7,86
99412,8,86
99413,8,59
99414,5,40
99415,8,26
99416,7,7
99417,8,98
99418,4,81
99419,5,24
92531,3,95
95748,3,12
95749,7,86
95744,7,86
95745,8,86
95747,9,19
95740,8,59
95741,8,59
95742,7,86
95743,8,86
109509,4,38
109508,8,11
109503,4,15
109507,7,86
109506,4,16
109505,5,38
109504,3,40
112451,3,98
112450,3,98
112453,6,12
112452,8,17
112455,6,10
112454,7,3
112457,3,38
112456,3,67
112459,8,59
112458,7,86
92439,8,59
92438,8,9
92437,9,19
92436,6,66
92435,8,9
92434,6,10
92433,6,10
92432,6,10
92431,7,27
92430,3,8
2773182,8,11
111379,8,56
111378,7,35
111371,4,15
111370,4,63
111373,7,7
111372,3,24
111375,5,24
1279939,7,23
111377,8,77
111376,3,24
106883,4,15
106882,4,15
106881,4,15
106880,4,83
106887,8,59
106886,4,16
106885,9,19
106884,7,7
106889,9,19
106888,6,26
94598,3,98
94599,4,83
92293,3,40
92292,6,66
92291,8,9
92290,8,9
92297,6,66
92296,6,10
92295,3,12
92294,8,59
92299,3,44
92298,7,7
93748,3,98
93749,3,62
93746,5,67
93747,3,6
93744,6,10
93745,8,26
93742,3,24
93743,4,38
93740,4,11
93741,0,69
110426,4,81
110427,8,69
110424,3,39
110425,4,81
110422,4,15
110423,8,59
110420,6,66
110421,3,79
100830,3,24
107823,5,40
107820,0,68
100833,7,86
100834,4,15
107827,8,86
107824,7,86
107825,0,69
1997430,4,36
98738,8,69
98739,6,66
98736,4,15
98737,8,59
98734,7,35
98735,8,44
98732,3,15
98733,8,9
98730,4,38
98731,7,35
101873,8,36
101872,6,66
101871,4,38
101870,6,10
101877,6,44
101876,8,9
101875,3,48
101874,6,10
101879,3,79
101878,0,42
86528,7,86
86529,7,35
86520,3,24
86521,8,5
86522,3,69
86523,6,10
86524,9,16
86525,3,72
86526,6,12
86527,6,46
106065,4,11
106064,8,26
106067,9,19
106066,9,30
106061,5,67
106060,6,10
106063,8,5
106062,8,59
106069,4,78
106068,0,75
102995,4,16
102994,6,10
102997,7,35
102996,8,35
102991,8,13
102990,7,20
102993,3,24
102992,3,58
102999,7,35
102998,4,35
89435,8,35
112716,7,86
112717,7,64
112714,4,4
112715,4,20
112712,8,26
112713,6,10
112710,3,79
112711,4,3
89727,3,24
89726,8,98
89725,8,35
89724,4,20
89723,0,68
89722,8,38
112718,8,45
89720,9,19
103112,3,24
103113,8,44
103110,7,7
103111,8,48
103116,7,61
103117,3,24
103114,7,35
103115,8,35
85873,4,35
85872,7,35
85871,4,20
103119,4,20
85877,8,59
85876,7,86
85875,8,59
85874,7,7
89431,7,7
812450,3,79
87732,6,10
87733,4,13
87730,5,24
87731,4,35
87736,8,86
87737,4,11
87734,7,41
87735,6,10
87738,7,7
87739,3,98
2620738,7,7
88458,7,86
88459,8,58
88456,8,86
88457,8,40
88454,8,59
88455,8,59
88452,8,2
88453,8,59
88450,8,20
88451,7,94
103800,3,98
103801,3,24
103802,6,12
103803,4,26
88180,4,59
88181,7,64
88182,4,38
103807,4,81
103808,4,38
103809,4,38
88188,7,7
88189,8,59
84830,8,26
84831,3,60
84832,4,69
84833,4,26
84834,7,7
84835,8,59
84836,4,15
84837,8,9
84838,8,52
84839,7,7
86069,8,86
86068,8,59
86065,3,12
86064,7,7
86067,6,10
86066,8,38
86061,6,10
86060,0,43
86063,7,86
86062,6,66
98432,8,69
103331,7,7
91927,6,10
101408,4,86
101409,8,5
101402,8,26
101403,3,35
101400,3,40
101401,4,15
101406,3,94
101407,7,7
101404,3,24
101405,8,9
101042,6,12
93376,4,4
101040,8,26
93374,4,11
104030,7,86
104031,6,10
93371,3,56
104033,8,59
85008,6,10
85009,8,2
85002,8,52
85003,6,10
85000,8,26
85001,9,19
85006,8,9
85007,3,44
85004,3,12
85005,4,38
118435,5,45
89465,6,66
118437,5,24
89467,8,59
89460,7,28
89461,9,19
118433,8,26
118432,8,26
91560,6,12
91561,0,69
103653,6,10
103652,7,7
103655,7,7
1446580,8,26
103657,6,10
103656,7,3
103659,8,59
91569,3,72
111175,3,26
111174,9,19
111173,6,20
111172,4,41
111171,7,12
111170,8,69
118324,8,69
89446,2,44
89447,3,8
89444,8,59
89445,8,32
89442,4,38
89443,3,40
89440,6,66
89441,8,42
89448,8,59
89449,7,7
118189,8,44
118188,4,13
118185,4,15
118184,3,33
118187,0,85
118186,7,38
118181,3,98
118180,8,11
118183,3,33
118182,8,59
1522352,3,24
93940,3,40
93941,7,24
93942,4,38
93943,3,62
93944,3,24
93945,5,67
93946,0,42
93947,6,10
93948,8,86
93949,8,59
96718,4,98
96719,8,70
2347065,8,59
105779,3,24
105776,8,59
105777,8,59
107341,4,61
99524,6,10
99525,5,40
99526,5,45
99527,3,40
99520,7,35
99521,8,59
99522,8,59
99523,3,41
87353,6,12
99528,3,95
99529,7,7
98970,5,96
98971,7,7
98972,8,59
98973,6,66
98974,6,71
98975,8,46
98976,8,13
98977,4,38
98978,4,38
98979,4,38
94628,4,38
94629,0,84
94624,0,68
94625,7,7
94626,7,7
94627,7,35
94620,5,24
94621,8,38
94622,8,26
94623,4,16
102209,8,59
102208,8,15
102205,5,55
102204,6,10
102207,0,69
102206,9,91
102201,5,56
102200,6,10
102203,8,58
102202,4,81
104917,5,40
104916,6,10
108069,8,59
104914,3,24
104913,4,20
104912,4,4
104910,4,15
108067,3,98
108066,7,86
104919,3,11
104918,4,2
100367,5,55
96482,4,15
1525749,8,59
99595,7,20
99594,6,10
99597,8,12
99596,6,66
99591,7,7
99590,8,37
99593,8,83
99592,3,24
99599,7,69
99598,2,44
106458,4,16
91399,8,83
91398,8,59
106454,8,11
91396,4,81
91395,8,88
91394,7,59
106450,8,59
91392,8,2
91391,7,7
106453,2,47
99623,3,54
99622,7,7
99621,4,4
99620,4,38
99627,6,26
99626,3,56
99625,2,47
99624,2,47
99629,2,47
109338,2,47
109339,2,47
109330,7,12
109331,5,40
109332,8,9
109333,3,40
109334,5,55
109335,8,59
109336,3,24
109337,7,86
91973,8,98
91972,4,15
2676592,8,59
2676593,7,64
91977,3,95
91976,4,38
91975,6,10
91974,7,7
91979,3,41
91978,7,7
145837,0,68
145836,7,86
100119,4,35
145834,3,98
145833,3,72
145832,6,66
145831,7,7
145830,8,59
107325,6,12
107327,4,98
100110,2,47
100117,3,56
100116,7,7
145839,7,35
145838,7,86
100308,8,9
100309,7,7
100304,7,44
100305,9,98
93539,8,86
101249,9,19
95327,8,59
93531,7,12
93530,8,20
101242,8,98
93532,3,72
93535,7,86
93534,7,3
93537,8,59
93536,4,20
98509,9,12
98508,7,7
92113,6,10
98501,7,7
95322,0,69
98503,3,72
98502,3,79
98505,8,79
98504,5,67
98507,8,59
98506,5,45
92116,7,20
95321,7,3
104144,7,3
104145,3,23
104146,4,15
104147,7,7
104140,3,38
104141,7,24
104142,6,10
104143,3,72
130161,3,93
130160,4,16
130162,4,15
104148,4,81
104149,3,26
110951,6,10
87088,6,10
87089,3,4
87080,4,15
87081,8,20
87082,8,9
87083,3,26
87084,3,40
87085,8,59
87086,3,20
87087,7,64
101936,7,86
101937,7,86
101934,0,68
101935,8,59
101932,9,19
101933,7,3
101930,8,26
101931,4,20
88346,0,59
101938,0,85
101939,8,2
105235,8,98
105234,3,79
105236,6,88
105231,7,7
105230,0,41
105233,3,24
105232,8,40
88348,5,41
127917,2,24
108500,2,47
89681,3,24
108502,9,19
89683,7,7
89684,8,26
89685,3,37
89686,7,3
89687,6,10
89688,6,10
89689,3,98
136989,6,12
136988,8,13
136985,5,55
136984,5,40
136987,5,67
136986,7,7
2490597,6,10
103303,8,26
103302,4,15
103301,7,7
103300,2,47
103307,2,47
103306,5,24
103305,3,24
103304,7,35
103309,7,35
103308,6,66
1632120,2,47
87509,8,2
87508,4,38
87505,8,86
87504,8,86
87507,7,86
87506,7,7
87501,3,24
87500,4,15
87503,8,86
87502,6,12
127899,3,6
127898,2,12
84977,4,15
84976,8,59
84971,7,86
84970,0,84
84973,8,59
97028,4,15
97027,8,9
97026,2,47
97025,8,86
88222,5,55
97023,7,7
97022,6,66
97021,7,7
88226,3,62
100650,3,26
100651,7,38
100652,8,26
100653,6,10
100654,6,12
100655,3,24
100656,8,69
100657,0,25
100658,0,68
100659,3,24
90558,3,26
90559,6,10
90556,8,9
90557,8,9
90554,7,86
90555,7,86
90552,8,59
90553,3,98
90550,6,10
90551,6,10
96864,5,55
96865,3,24
96866,6,10
96867,8,98
96860,8,98
96861,8,11
96862,7,86
96863,7,3
96868,6,66
96869,7,86
1577306,7,7
90084,2,47
90085,7,35
90086,3,72
90087,8,9
90080,6,10
90081,4,15
90082,8,48
90083,6,10
90088,8,33
90089,7,7
1853063,9,98
112828,7,7
112829,3,8
112824,6,10
112825,2,47
112826,4,38
112827,7,26
112820,8,44
112821,3,40
112822,3,26
112823,7,35
1992717,7,35
94709,5,78
94708,8,15
94707,8,9
94706,7,7
94705,8,98
94704,7,86
94703,8,2
94702,8,59
94701,8,59
94700,8,9
92797,7,7
1087770,3,38
1087773,5,24
95078,6,10
2465894,7,35
95076,2,47
95077,8,18
95074,7,7
95075,6,66
95072,7,86
95073,7,86
95071,7,86
101161,4,98
111709,6,10
94649,8,70
101160,3,37
89899,5,40
89898,7,86
89895,2,47
89894,8,59
89897,7,7
89896,0,42
89891,8,33
89890,8,33
89893,7,94
89892,7,7
142889,0,68
142888,8,52
142883,7,7
142882,5,61
142881,7,86
142880,8,2
142887,0,25
142886,4,11
142885,4,38
142884,6,66
102229,0,42
102228,3,24
90778,6,66
117957,6,12
117956,3,8
117955,8,77
117954,6,76
117953,7,7
117952,8,79
117951,7,7
117950,6,66
117959,8,59
117958,4,15
104452,7,86
98349,8,48
98348,6,26
118131,6,10
98343,6,79
98342,8,59
98341,6,36
98340,6,40
98347,8,26
96145,2,47
98345,6,10
98344,7,86
110075,3,40
110074,2,47
110077,8,20
92939,8,2
110071,2,47
110070,6,12
110073,3,62
110072,7,35
92932,3,26
92933,3,26
92930,7,35
92931,7,86
110079,8,12
110078,6,66
92934,8,56
118135,3,94
104302,7,7
93040,2,44
96035,8,23
104301,7,24
96033,6,66
104307,4,86
93047,8,59
104305,7,7
93049,3,36
93048,4,81
104309,4,2
96039,8,9
96038,3,98
101167,3,10
106238,3,26
106239,2,12
106234,8,68
106235,8,9
106236,3,91
106230,6,12
106231,7,35
104977,3,40
104976,3,24
104979,8,77
112537,6,10
97346,6,10
97347,6,66
97344,6,10
97345,5,40
97342,3,26
97343,8,26
97340,6,10
97341,3,38
97348,7,7
97349,8,26
99120,8,33
99121,3,40
99122,8,59
99123,4,16
99124,8,16
99125,3,39
99126,7,7
99127,5,96
99128,7,7
99129,8,41
107548,8,9
107545,7,35
107544,7,35
107547,6,66
107546,3,24
107541,5,40
107540,6,10
107543,6,27
101043,3,82
102078,8,26
102079,8,26
102072,7,24
102073,7,7
102070,8,59
102071,7,35
102076,7,35
102077,7,38
102074,7,7
102075,8,59
101041,6,10
98835,7,86
98834,8,86
98837,4,20
98836,6,33
98831,6,66
98830,3,36
98833,3,24
98832,4,38
98839,8,79
98838,8,14
108746,6,66
108747,6,10
108744,2,47
108745,7,86
108742,8,69
108743,8,69
108740,3,54
108741,4,38
104898,7,35
104899,8,26
104892,7,7
104893,3,54
104890,3,24
104891,8,86
104896,7,7
104897,8,59
104894,3,24
104895,7,86
218178,2,47
1744922,2,47
108298,4,20
108299,6,88
108290,3,54
108291,2,47
108292,3,23
108293,7,86
108294,7,86
108295,3,40
108296,8,48
108297,6,10
106793,8,86
106792,3,24
106791,3,24
106790,6,10
106795,7,7
106794,8,59
218177,7,35
103679,7,7
103678,3,24
91588,7,35
91589,6,10
103673,6,10
91587,8,78
91584,7,7
91585,4,16
91582,7,7
91583,4,15
103675,9,19
103674,3,60
1434992,3,24
103589,9,19
103588,2,47
105855,3,24
105854,7,94
105857,3,24
105851,4,38
105850,7,86
105852,3,26
105859,3,40
105858,7,35
92583,7,35
103585,2,47
92581,3,44
92580,5,40
92587,8,77
92586,7,86
92585,7,7
92584,7,7
92589,8,9
92588,7,86
103587,6,10
103586,4,38
103581,7,94
103580,3,24
103583,3,68
103582,3,15
131159,8,59
131158,7,35
131157,8,23
131156,7,24
131155,7,7
131154,8,59
131153,8,69
131152,4,83
131151,4,15
131150,6,66
92059,5,38
100329,8,36
145646,3,24
110915,7,64
145640,4,98
145641,7,78
145642,4,78
145643,3,6
92051,8,6
100321,2,26
92053,4,38
92052,3,26
92055,8,26
145649,9,19
110918,8,9
92056,3,95
95115,4,38
95114,2,59
90621,6,66
86924,7,64
86925,7,94
86926,6,10
86927,6,76
86920,8,86
86921,3,24
86922,6,27
86923,8,38
86928,2,12
86929,3,60
93936,6,66
95119,8,46
95118,0,5
93939,6,10
84786,3,95
84787,8,5
84784,7,11
84785,2,47
84782,4,4
84783,7,23
84780,3,24
84781,7,3
84788,8,59
84789,8,86
87329,7,86
87328,2,47
87325,7,86
87324,2,47
87327,8,26
87326,8,59
87321,7,86
87320,7,86
87323,3,62
87322,6,10
85789,8,26
85788,8,23
85785,5,24
85784,7,86
85787,7,86
85786,5,96
85781,8,59
85780,8,9
85783,5,40
85782,5,67
2678468,8,59
2678466,5,40
2620825,8,98
2620829,8,86
2620828,4,38
86498,3,40
86499,3,79
86494,6,10
86495,0,43
86496,3,69
86497,7,7
86490,7,7
86491,7,7
86492,8,59
86493,3,40
88928,6,10
88929,8,58
88926,7,86
88927,8,86
88924,2,47
88925,7,86
88922,3,20
88923,3,24
88920,8,26
88921,8,10
86148,8,59
86149,3,40
86142,2,47
86143,3,24
86140,3,26
86141,7,7
86146,4,26
86147,3,24
86144,3,91
86145,3,82
103449,3,79
96231,8,94
96230,6,12
96233,2,44
96232,4,31
96235,7,7
96234,7,7
96237,5,24
96236,6,66
96239,3,24
96238,7,86
1322284,2,47
89349,3,24
89348,8,98
96589,8,59
96588,8,98
96587,4,38
96586,8,98
89343,3,50
89342,3,6
89345,2,45
96582,3,50
89347,8,59
89346,8,54
88694,6,12
103531,7,7
103532,8,59
88697,8,59
88690,3,30
88691,8,35
88692,8,35
103537,8,35
103538,8,59
103539,2,47
88698,7,35
88699,3,54
111256,8,26
111257,8,59
97180,3,50
97181,3,44
97182,8,52
97183,6,24
97184,8,59
97185,4,20
97186,8,98
97187,8,98
97188,3,8
97189,7,86
99322,7,86
99323,3,24
99320,3,6
99321,7,35
99326,3,24
99327,8,69
99324,3,24
99325,3,40
99328,5,24
99329,7,86
118279,8,35
118278,8,35
111258,8,35
118273,4,35
118272,2,12
118271,7,86
111259,3,56
118277,6,10
118276,7,7
118275,3,41
118274,6,10
99498,6,10
90328,5,96
99490,6,12
90320,7,7
90323,7,86
90322,8,61
99494,7,7
90324,2,47
99496,2,47
99497,2,59
96595,4,38
100052,4,81
100053,3,97
100050,7,86
100051,7,7
100056,8,52
100057,8,9
100054,8,26
86125,7,7
100055,7,7
103446,7,24
86123,3,39
103729,3,8
1992692,8,26
103447,7,7
112091,3,24
98904,8,26
98907,8,26
98906,7,35
98901,8,59
98900,7,86
91748,6,66
91749,3,24
106809,3,98
106808,8,69
98903,7,4
94518,7,7
94519,5,38
106803,4,38
91741,3,24
91742,8,9
91743,8,59
106807,7,7
106806,3,24
106805,3,24
91747,3,41
97966,7,86
97967,3,98
97964,7,7
97965,3,60
97962,3,44
97963,3,6
97960,3,79
97961,4,15
97968,5,55
97969,0,68
92219,6,10
92218,6,33
92213,8,76
92212,3,26
92211,7,7
92210,7,86
92217,7,86
92216,2,47
92215,7,81
92214,8,9
111515,8,9
111514,6,10
111517,8,58
111516,2,47
111511,7,3
111510,3,24
111513,6,10
111512,3,24
104183,8,78
1210205,8,99
87595,2,44
99861,5,10
99860,6,66
99863,8,56
99862,8,26
99865,8,59
99864,7,3
99867,6,66
99866,6,66
99869,8,59
99868,3,54
104513,2,47
104512,6,12
104511,8,9
104510,3,38
104517,2,47
104516,3,12
104515,4,20
104514,4,20
104519,8,86
104518,4,20
105646,3,24
105647,8,80
3170730,0,43
107738,8,59
107739,2,47
107732,8,88
107733,8,83
107730,3,61
107731,8,26
107736,6,10
107737,6,10
107734,2,44
107735,8,59
109828,2,47
109829,3,24
109820,3,15
109821,6,66
109822,6,66
109823,7,86
109824,7,7
109825,2,44
109826,7,78
109827,8,9
112798,3,6
112799,6,10
112796,8,69
112797,6,86
112794,6,10
112795,4,23
112792,7,7
112793,7,35
112790,8,70
112791,8,9
93517,8,68
93516,2,47
101220,5,24
100429,2,47
93514,2,47
100423,8,52
101226,8,9
100421,2,47
100420,8,79
100427,6,10
100426,4,4
100425,2,47
101227,8,6
101224,7,35
108158,7,86
108157,6,38
108156,4,81
108155,3,24
101225,3,8
108153,2,47
108152,7,3
108151,3,54
108150,8,9
867657,8,10
1095862,7,94
103517,3,24
91263,8,3
91262,3,40
91261,7,7
91260,8,70
91267,8,98
91266,6,66
103738,8,9
103739,8,59
103736,7,86
103737,8,9
103734,3,40
103735,8,25
103732,0,5
103733,0,68
103730,8,59
103731,3,40
103431,6,10
100289,6,66
100288,0,84
100287,8,9
100286,7,7
100285,3,62
100284,6,10
100283,8,26
100282,7,3
100281,3,54
100280,8,26
103435,3,24
103434,5,40
103437,4,26
101770,2,12
101771,4,20
101772,3,56
101773,3,60
101774,8,59
101775,2,44
101776,7,6
101777,2,44
103888,3,79
103889,8,4
87958,8,4
87959,8,91
103880,4,38
87957,2,12
87954,7,35
87955,7,3
103884,3,12
87953,8,59
87950,4,38
103887,3,40
96064,7,35
101482,3,24
101483,4,38
101480,5,40
101481,3,40
101486,3,79
101487,3,38
101484,3,8
101485,3,26
101488,8,86
101489,8,9
96065,5,8
94096,3,24
96066,3,24
85082,5,40
85083,3,54
85080,3,78
85081,3,38
85086,7,35
85087,7,7
85084,8,26
85085,0,24
85088,8,98
85089,9,30
96067,7,86
111840,9,19
2670966,3,56
2670965,8,59
90964,3,82
96062,3,38
85626,6,10
85627,7,35
85624,8,52
85625,7,7
85622,3,26
85623,3,40
85620,8,80
85621,3,93
85628,8,93
85629,6,12
96063,8,26
108830,9,30
89991,6,88
89992,2,47
89993,9,30
89994,3,24
89995,5,24
89996,3,72
108837,2,52
108838,6,66
108839,6,10
87178,3,56
87179,3,24
87174,8,4
87175,6,12
87176,9,30
87177,6,10
87170,7,35
87171,7,35
87172,3,54
87173,3,40
87816,0,42
118459,8,26
118458,3,26
118453,2,47
118452,5,40
118451,3,26
118450,3,26
118457,7,3
118456,3,98
118455,7,86
118454,3,60
97036,3,60
87810,7,7
97037,3,15
95951,7,3
95950,8,40
95953,8,6
95952,3,6
95955,8,42
95954,4,38
95957,5,79
95956,4,73
95959,4,38
95958,4,73
88719,5,24
88718,8,3
97777,4,38
88711,4,38
88710,0,25
88713,8,77
88712,9,19
88715,6,10
88714,3,8
88717,4,3
88716,3,79
801110,0,42
97773,9,19
94338,6,66
94339,3,24
94336,3,40
94337,5,40
94334,3,40
94335,6,66
94332,2,47
94333,6,10
94331,6,66
90828,7,35
90829,7,86
90826,7,95
90827,3,6
90824,3,95
90825,3,26
90822,6,10
90823,8,10
90820,3,69
90821,7,24
96798,5,40
96799,7,44
96796,3,26
96797,6,24
96794,8,59
96795,3,24
96792,8,9
96793,3,54
96790,3,40
96791,4,38
97449,3,40
97448,3,54
91283,3,72
97441,7,86
97440,3,24
97443,3,24
97442,3,56
97445,7,7
97444,8,59
97447,2,12
97446,3,62
90794,5,40
90795,7,86
90796,2,47
90797,6,66
90790,5,46
90791,3,40
90792,8,40
90793,8,95
90798,7,86
90799,3,95
118338,6,10
118339,8,26
118336,8,52
118337,3,26
118334,3,59
118335,3,95
118332,3,8
118333,8,59
118330,3,24
118331,3,40
109050,8,59
2365602,9,19
99519,7,35
99518,3,72
99515,3,26
99514,2,6
99517,2,47
99516,2,47
99511,2,47
99510,8,26
99513,6,66
99512,6,66
107393,6,66
107394,7,35
92655,7,86
100169,7,7
95177,3,44
95176,9,59
95175,7,86
95174,8,52
95173,7,7
95172,6,66
95171,7,86
95170,5,40
100164,3,26
95179,5,40
95178,8,44
100165,2,44
109613,3,26
3160677,8,46
100163,6,10
112558,6,10
112559,8,9
112557,6,10
94493,7,7
94492,3,24
94491,6,66
94490,8,52
94497,4,35
91468,2,17
94495,6,66
94494,9,19
91465,3,8
91464,6,10
91467,7,7
94498,3,33
91461,6,26
91460,3,95
91463,3,38
91462,6,66
2810526,7,7
111235,3,86
111236,7,86
111237,3,15
111238,7,7
111239,8,9
110547,7,86
110546,8,26
110549,8,26
110548,2,47
107066,2,47
98679,4,15
98678,3,33
98673,6,10
98672,3,24
98671,6,10
98670,3,26
98677,8,26
98676,7,3
98675,9,44
98674,7,95
104496,7,15
104497,2,44
104494,8,59
104495,6,10
104492,6,66
104493,3,39
104490,3,40
104491,2,47
99982,2,47
99983,8,59
99980,8,4
99981,6,10
99986,3,56
99987,6,10
99984,8,17
99985,3,24
98581,3,60
98580,6,66
98583,3,95
98582,8,4
98585,8,4
98584,2,47
98587,5,40
98586,3,60
98589,7,7
98588,6,10
107063,3,12
104720,3,24
104721,3,40
104722,8,59
104723,7,7
104724,7,7
104725,7,7
104726,7,7
104727,0,42
104728,3,26
104729,5,38
107060,8,26
106380,8,59
106383,0,42
106384,3,23
106385,4,81
106386,8,9
106387,3,82
106388,6,10
102890,7,3
102891,6,12
102892,3,60
102893,2,44
102894,2,12
102895,8,5
102896,8,59
102897,3,56
102898,2,47
102899,3,24
106658,3,79
106659,8,26
106656,8,59
106657,8,44
106654,7,78
106655,7,86
102768,3,24
102769,8,59
102762,8,15
102763,3,38
102760,7,7
102761,7,7
102766,7,7
102767,7,7
102764,2,44
102765,2,44
89608,7,86
89609,2,47
112051,8,26
112050,2,47
112052,2,47
89600,3,56
89601,2,47
108582,3,26
89603,8,26
89604,3,40
89605,8,26
89606,8,59
89607,8,9
103389,3,24
103388,3,40
103383,3,79
103382,4,59
103381,2,44
103380,4,38
103387,8,26
103386,8,9
103385,8,15
103384,3,24
109679,3,8
109678,3,56
88559,2,12
88558,2,6
88553,2,44
88552,3,52
88551,7,7
109672,6,10
88557,8,35
88556,8,52
88555,3,54
88554,6,20
103969,4,38
103967,7,7
103966,8,86
103965,4,38
103964,2,47
103963,8,35
103962,9,19
103961,3,8
103960,8,83
86234,8,90
86235,4,20
86236,7,35
86237,8,35
86230,6,10
86231,3,26
86232,7,7
86233,8,86
86238,7,24
86239,8,26
101529,4,15
101528,8,20
101523,9,30
101525,0,41
101524,2,44
101527,8,87
101526,3,33
94028,7,35
94029,7,35
2399333,0,42
94024,8,9
94025,7,3
104232,0,68
104233,8,9
104230,8,69
104231,7,3
2620985,3,60
2620986,6,10
2620987,8,26
2620981,8,69
104237,6,10
104234,7,3
104235,6,10
2788684,8,45
108560,6,10
108566,6,10
89663,6,10
91762,7,7
91763,8,20
106823,2,44
106822,2,44
106825,6,26
91764,8,26
91765,3,8
94969,2,4
94968,6,10
94963,5,44
94962,3,50
94961,2,47
94960,8,59
94967,8,59
94966,5,24
94965,8,9
94964,3,24
110783,2,76
110782,6,10
110781,3,24
110780,3,78
110787,3,78
110786,7,3
110785,7,86
110784,4,38
110789,3,24
110788,6,10
111788,8,9
111789,2,47
111784,6,10
111785,7,86
111786,3,62
111787,8,44
111780,8,44
111781,7,35
111782,2,47
111783,2,47
213503,3,95
213505,2,12
213504,8,69
96613,7,7
96612,2,44
96611,8,35
96610,2,47
96617,2,47
96616,2,47
96615,6,10
96614,2,47
96619,3,24
96618,3,91
105039,6,66
105038,3,40
105033,0,85
105032,8,59
105037,3,40
105036,3,54
105035,3,26
105034,6,66
112427,8,59
94109,8,9
94108,7,7
94101,3,8
94100,7,86
94103,7,86
94102,2,44
94105,3,24
94104,6,10
94107,7,35
94106,7,35
90619,3,24
90618,2,47
90611,8,58
90610,7,3
90613,6,66
90612,3,24
90615,6,66
90614,8,59
90617,7,86
90616,8,35
112693,3,24
104813,3,68
104810,3,6
104811,3,95
112697,7,3
112696,4,26
112695,3,24
112694,2,47
112699,7,7
112698,8,86
102822,3,54
102495,7,94
99429,7,35
99428,6,10
147531,2,12
91058,3,56
91059,3,50
106719,3,26
106718,8,26
106713,3,40
106712,3,26
106711,8,26
91053,4,38
91054,2,44
91055,2,12
91056,3,24
91057,3,78
101284,8,26
99708,4,38
99709,8,60
99704,7,86
99705,7,86
99706,3,56
99707,2,44
99700,8,26
99701,2,47
99702,3,24
99703,8,44
110428,7,86
101285,7,7
109477,6,66
109476,6,66
109475,7,7
2229179,4,38
109473,7,3
109472,6,10
109471,3,26
109470,8,26
