,km_10,km_100,km_1000,gmm_10,gmm_100,gmm_1000,hc_10,hc_100,hc_1000
91213,6,23,839,1,77,924,6,17,24
91210,4,62,749,7,38,142,9,14,498
91211,2,66,161,5,5,868,2,99,89
111959,4,40,929,3,84,76,5,58,295
111958,2,21,995,5,75,955,7,12,322
91214,2,1,677,5,5,247,7,38,709
91215,8,11,698,0,14,960,5,66,721
145770,2,37,46,5,72,414,1,46,162
145771,2,37,626,5,72,35,7,64,250
145772,2,70,314,5,50,106,7,38,340
145773,2,21,775,5,17,524,7,12,890
145774,4,31,261,3,25,29,1,26,114
145775,4,0,743,3,3,408,0,61,668
145776,4,85,204,3,53,274,1,39,302
101942,2,70,446,5,50,593,7,12,313
145778,7,64,813,7,54,507,9,74,335
101941,6,20,267,1,19,934,3,43,274
101701,4,44,297,3,55,29,1,26,114
101700,7,66,256,7,68,742,9,74,462
101703,2,85,556,3,53,967,1,29,765
101702,2,27,614,1,5,912,1,51,887
101705,2,17,358,5,49,140,7,38,269
101704,6,29,343,1,76,154,1,7,361
101707,2,20,832,5,19,934,2,99,491
101706,4,80,967,3,47,847,1,24,792
101709,2,37,760,5,72,546,7,12,451
101708,2,88,775,5,82,524,7,12,890
101946,2,25,161,5,41,306,2,99,89
87901,4,57,607,3,24,369,3,80,869
87900,4,44,405,3,55,737,1,24,1
87903,6,43,858,1,51,289,3,43,92
87902,4,46,687,3,31,905,8,69,5
109271,2,66,441,7,68,742,9,74,640
109270,7,78,602,7,90,114,9,14,654
87907,2,37,860,5,5,248,2,99,491
109272,2,21,995,5,34,966,7,12,822
87909,8,49,274,0,85,979,5,50,644
87908,7,66,401,7,68,38,9,74,640
101944,8,14,178,0,7,153,5,65,737
107286,2,37,619,1,72,943,7,64,223
107287,2,37,919,5,72,731,7,64,223
107284,7,64,216,7,54,252,9,14,107
107285,2,66,441,5,68,742,9,14,654
92741,4,55,812,3,86,159,4,23,924
92740,4,7,572,5,78,965,1,46,281
92743,4,76,662,3,28,197,4,40,237
92742,8,34,442,0,26,556,2,73,939
92749,4,9,579,4,91,865,1,51,245
92748,7,66,441,7,68,742,9,14,321
107288,2,70,379,5,50,135,5,37,287
1379993,2,46,687,5,31,248,2,99,491
85678,7,52,375,7,16,823,9,71,205
85671,4,71,336,3,39,783,2,53,215
85670,9,17,109,0,10,184,2,8,691
85673,2,21,190,5,86,569,7,12,643
85672,2,11,584,5,88,834,7,38,43
85675,7,97,425,7,68,321,9,11,8
85674,2,70,865,5,50,677,7,64,223
85677,2,37,619,7,72,943,7,64,250
85676,2,27,459,5,5,912,7,89,915
87299,4,86,452,3,35,401,1,24,493
87298,4,86,452,3,35,125,5,66,985
87291,7,64,681,7,54,323,2,13,503
87290,2,1,467,5,34,995,5,50,644
87293,2,37,619,5,72,912,7,38,428
87292,2,74,188,5,75,652,7,12,232
87295,2,1,337,5,75,840,7,12,18
87294,2,1,775,5,34,966,7,38,43
87297,2,21,632,5,75,261,4,55,333
87296,2,37,619,5,72,943,7,64,250
1087669,4,77,536,3,92,483,0,30,174
1087668,6,89,798,1,2,6,3,22,442
1087667,2,65,517,5,50,67,7,38,340
1087666,4,7,572,3,78,965,1,46,281
1087665,2,37,619,1,72,943,7,64,250
1087664,2,14,737,5,7,153,7,38,958
1087663,9,42,562,4,59,288,1,41,111
1087662,4,38,677,3,99,840,1,96,62
1087660,4,13,307,3,32,79,1,46,565
108849,6,43,858,3,51,765,3,43,79
108848,2,1,745,5,34,485,7,12,996
89949,2,27,614,5,5,504,1,39,371
89948,2,46,860,5,31,248,8,69,5
89943,2,66,441,5,50,731,9,74,640
89942,2,11,990,5,5,859,7,38,156
89941,4,43,248,3,51,866,2,16,103
89940,2,37,760,5,50,697,7,38,958
89947,4,20,727,3,19,194,1,0,91
89946,6,23,455,1,77,386,4,55,453
108847,4,0,342,3,91,707,7,38,143
108846,4,20,988,3,37,868,1,20,817
87127,2,89,459,5,2,279,7,89,482
87126,4,0,52,3,3,278,0,61,668
87125,2,11,328,5,50,496,7,38,709
87124,2,37,626,5,72,943,7,64,250
87123,2,37,919,5,50,697,7,38,958
87122,2,1,716,5,50,546,7,38,264
87121,2,27,388,5,5,349,7,38,277
87120,2,27,83,5,5,511,7,38,780
87129,2,66,441,5,68,687,9,74,640
87128,2,27,83,1,72,717,7,38,277
86656,4,77,418,3,92,717,1,34,173
86657,4,98,471,3,91,829,2,13,207
86654,2,74,284,5,75,35,5,35,38
86655,2,35,849,5,62,782,2,6,665
86652,7,92,129,7,77,169,9,63,680
86653,7,66,256,7,68,742,9,74,462
86650,6,43,345,4,51,765,3,43,79
86651,2,37,619,5,72,943,7,64,250
95960,4,43,307,3,51,79,2,67,578
95961,2,70,277,5,50,187,5,37,183
95962,7,92,371,7,54,646,9,14,107
95963,2,37,626,5,72,35,7,12,508
95964,2,70,277,5,50,731,7,64,223
95965,2,74,424,5,88,834,7,89,13
86658,2,37,6,5,72,192,7,38,164
86659,2,37,619,5,72,444,7,12,642
89491,2,37,626,5,72,246,7,38,958
89490,2,37,6,5,72,578,7,64,223
89493,2,70,972,4,50,731,2,25,788
89492,2,89,37,5,2,78,1,29,952
89495,4,30,34,3,80,788,5,88,499
89494,4,40,368,3,84,206,3,43,622
89497,2,95,194,5,23,955,7,12,313
89496,4,31,78,3,25,858,1,26,6
89499,0,91,271,5,83,491,4,36,23
89498,2,27,181,5,92,491,7,38,277
88720,2,37,626,5,72,854,7,12,313
88721,4,29,343,3,76,479,3,43,622
88722,2,66,403,5,50,187,5,76,741
88723,2,74,365,5,75,975,1,24,272
88724,2,37,619,5,72,546,7,12,451
88725,2,37,919,5,50,731,7,64,223
88726,2,70,716,5,50,430,7,38,457
88727,2,1,848,5,34,358,0,28,120
88728,7,97,147,7,68,49,9,74,462
88729,2,65,832,5,21,484,2,99,576
2539855,2,38,775,5,99,524,7,12,890
1383636,2,1,746,3,50,90,4,23,254
91366,2,66,441,7,72,687,7,89,260
89235,7,97,401,7,68,49,9,14,78
89234,7,66,386,7,68,38,9,14,78
89237,8,49,274,0,85,979,5,50,644
89236,1,48,373,5,74,575,5,35,898
89231,6,89,608,1,77,602,3,22,669
89230,2,37,619,5,72,943,7,64,825
89233,9,42,880,4,10,37,5,37,909
89232,2,74,365,5,75,261,7,12,45
89239,8,60,207,0,18,820,4,33,161
89238,4,98,581,4,91,639,2,13,63
96439,2,74,626,5,75,35,7,12,508
96438,2,27,726,5,5,504,1,39,371
96433,2,27,753,5,5,257,7,64,49
96432,4,1,167,5,34,625,7,12,822
96431,4,50,874,3,69,422,1,49,443
96430,0,31,762,9,65,377,4,36,363
96437,2,74,365,5,75,261,7,12,45
96436,6,89,522,1,2,75,7,89,374
96435,4,98,676,3,91,817,2,97,296
96434,2,1,745,5,34,485,7,12,996
94361,2,1,962,0,50,546,7,64,223
94360,6,89,982,5,2,279,7,89,374
94363,2,74,188,5,75,995,7,12,322
94362,2,37,626,5,72,546,7,64,223
94365,2,37,919,5,50,257,7,38,457
94364,4,43,858,1,51,255,2,53,134
94367,4,31,971,3,25,625,1,24,493
94366,2,70,109,5,50,731,4,23,254
94369,4,38,677,3,99,247,1,96,62
94368,6,89,113,1,2,10,3,43,489
90871,6,29,343,1,76,154,3,43,489
90870,7,92,102,7,54,654,3,43,92
90873,2,37,626,5,72,943,7,64,250
90872,2,37,820,5,50,697,5,19,660
90875,8,49,120,0,85,979,5,50,644
90874,2,27,83,5,5,14,7,89,13
90877,8,68,292,0,14,30,4,18,41
90876,4,86,262,5,35,597,5,66,187
90879,4,20,252,5,19,285,7,38,269
90878,4,79,882,9,63,643,4,40,237
118307,2,74,188,5,75,652,7,12,232
118306,6,23,999,1,77,893,3,22,486
118305,6,89,982,1,2,75,7,89,482
118304,4,38,677,3,99,247,1,96,62
118303,2,48,373,5,74,258,1,39,298
118302,7,24,32,7,54,8,9,14,192
118300,8,96,310,0,45,158,5,87,83
118309,2,1,337,5,34,226,7,38,164
118308,2,74,365,5,75,975,7,89,482
90295,6,29,790,1,76,191,1,7,19
90294,2,49,274,5,85,979,2,6,943
90297,4,55,190,3,86,569,7,12,643
90296,4,89,467,3,34,935,7,12,643
90291,2,11,527,5,88,934,7,38,269
90290,4,70,955,3,10,226,1,39,309
90293,2,37,919,5,50,884,7,38,958
90292,4,20,776,1,19,641,1,20,664
101269,6,89,608,1,2,840,7,12,232
90299,4,85,107,3,53,24,1,29,15
90298,4,30,34,3,80,78,1,29,952
101264,8,60,668,5,60,538,5,42,379
101265,2,37,112,5,72,943,7,64,250
97470,7,64,245,7,4,906,9,11,828
97471,2,70,820,5,50,731,5,19,953
97472,4,96,853,0,34,331,5,35,594
97473,6,23,88,1,77,386,3,43,403
97474,3,95,139,6,8,738,6,17,368
97475,2,27,726,5,5,226,1,39,567
97476,2,37,619,5,72,943,7,38,958
97477,2,74,188,1,2,206,3,22,936
97478,2,11,347,5,88,559,4,36,564
97479,2,1,241,5,34,485,7,12,451
90123,2,53,17,5,42,453,4,23,231
90122,4,77,316,1,92,882,1,34,615
90121,6,71,336,1,39,428,2,16,583
90120,2,11,701,5,88,104,4,33,161
90127,2,20,832,5,19,934,1,77,189
90126,4,51,495,5,71,875,5,76,794
90125,4,38,495,3,99,368,5,37,466
90124,8,76,566,0,18,33,8,69,604
90129,6,23,965,1,98,702,3,22,442
90128,2,37,619,5,72,35,7,64,250
95188,0,16,132,9,83,491,4,36,23
95189,2,52,375,5,16,823,2,75,469
95186,2,21,995,5,34,955,7,12,322
95187,2,27,428,5,5,667,7,38,43
95184,6,43,88,1,51,764,3,43,403
95185,4,98,727,3,91,194,2,13,211
95182,2,37,632,5,72,444,9,74,640
95183,2,37,619,5,72,943,7,64,250
95180,7,66,527,7,68,868,2,99,372
95181,0,19,700,9,88,190,4,45,221
2490153,2,1,337,5,34,677,7,12,18
90500,3,49,791,6,34,781,5,35,59
91348,2,74,136,5,75,995,7,12,322
91349,2,37,626,5,72,35,7,38,269
106487,2,27,161,5,5,868,2,99,372
94678,2,74,188,5,75,652,7,12,232
91345,2,37,626,5,72,35,7,64,49
92515,2,2,194,5,5,955,4,23,717
106485,4,78,930,3,90,94,2,67,812
2093658,2,1,337,5,34,966,7,12,18
106484,7,66,401,7,68,742,9,74,640
106483,2,1,626,5,50,955,7,64,49
96989,2,43,428,5,51,836,7,38,43
91341,0,20,711,3,19,41,1,77,108
2390269,6,77,316,1,92,14,2,13,539
106481,6,77,316,1,92,14,1,34,332
106480,4,8,243,4,28,115,2,6,7
91454,2,7,467,5,78,935,5,35,38
91455,2,70,314,5,10,184,5,37,183
91456,4,98,290,3,91,817,2,13,986
91457,4,84,949,1,79,489,1,0,188
91450,7,49,274,7,85,979,0,28,504
91451,2,70,314,5,88,106,5,37,183
91452,4,1,807,3,13,686,4,40,341
91453,2,37,619,5,72,943,7,89,13
91458,4,35,241,3,34,78,1,29,952
91459,2,1,337,5,34,955,7,12,313
95821,7,66,256,7,68,742,9,74,335
95820,4,7,219,5,78,882,1,46,162
95823,8,28,176,0,47,786,4,23,979
95822,2,25,161,5,41,577,2,99,89
95825,6,57,607,1,24,369,3,80,869
95824,1,38,559,3,99,32,7,12,822
95827,2,37,466,5,5,854,7,38,164
95826,2,37,619,5,72,943,7,64,223
91982,2,2,194,5,17,955,7,12,313
91983,4,20,988,3,19,41,1,20,817
91980,2,21,362,5,75,317,7,12,642
91981,4,42,830,1,59,288,1,41,431
91986,2,96,810,5,34,561,5,35,115
91987,2,74,365,5,75,975,7,12,45
91984,2,37,619,5,72,943,7,64,250
91985,2,37,626,5,72,667,7,38,43
91988,2,11,753,5,88,496,7,38,709
91989,2,37,919,5,72,578,7,64,223
110518,2,70,109,5,50,731,7,64,223
110519,2,37,919,5,50,546,7,64,223
110512,2,43,307,5,94,79,7,38,43
110513,2,37,619,5,72,943,7,64,49
110510,2,31,341,3,25,874,2,13,819
110511,4,43,395,1,51,750,2,67,823
110516,4,0,913,3,3,634,5,50,644
110517,4,75,731,3,84,627,4,59,294
110514,8,15,985,0,8,666,6,17,736
110515,4,38,413,3,99,247,0,28,504
93589,2,27,83,1,92,246,1,34,615
93580,2,27,83,5,5,736,1,39,796
93581,4,98,290,3,91,817,2,97,296
93582,4,43,858,5,51,750,7,38,43
93583,6,99,707,1,98,520,3,43,598
93584,4,7,572,5,78,43,1,46,162
93585,4,40,929,7,84,375,5,58,560
93586,4,42,830,1,59,288,1,41,431
93587,4,1,670,3,34,332,7,38,344
112040,2,1,716,5,50,430,5,19,660
112041,2,1,670,5,50,332,1,20,817
92187,2,50,671,5,69,500,1,49,248
92186,4,51,495,5,10,735,5,37,466
92185,2,57,607,1,24,369,3,80,869
92184,2,1,429,5,5,697,7,38,656
92183,2,37,466,5,72,697,7,64,250
92182,4,1,670,3,34,928,1,0,759
92181,2,27,6,5,5,912,7,38,164
92180,6,46,226,1,31,96,8,69,409
92189,2,17,109,5,10,184,5,35,724
92188,4,38,677,3,99,111,2,86,57
104162,6,89,982,5,2,6,7,89,260
89611,0,32,357,9,94,545,2,16,103
104163,2,1,337,5,34,966,7,12,18
112049,6,4,345,1,77,386,3,43,79
98602,0,32,357,3,94,545,4,36,228
98603,2,74,428,5,88,667,7,38,140
98600,0,17,729,9,49,325,2,8,397
98601,2,70,481,5,50,880,5,37,287
98606,4,44,405,3,55,737,1,24,716
98607,2,74,188,5,75,35,7,12,232
98604,4,73,768,5,0,113,7,12,890
98605,2,70,277,5,50,677,5,76,794
98608,2,37,626,5,5,192,7,38,164
98609,2,27,955,5,88,544,1,39,309
85263,2,70,277,5,50,731,7,64,223
107919,2,74,188,5,75,206,7,89,482
107916,2,7,46,1,78,414,1,46,162
107917,2,74,564,5,75,667,7,38,43
107914,2,66,441,5,68,687,9,74,640
107915,2,43,428,5,51,667,7,38,43
107912,2,74,181,5,75,667,7,38,43
107913,2,66,441,5,68,742,9,74,462
104759,6,20,776,3,19,641,1,20,664
104758,4,42,545,3,59,937,1,68,310
104751,2,38,677,5,99,247,9,14,321
104750,6,89,275,1,77,647,3,43,622
104753,4,98,76,4,48,240,2,85,259
104752,2,66,428,5,75,667,7,38,43
104755,4,78,602,5,90,339,9,14,654
104754,2,1,136,5,8,995,6,17,736
104757,4,1,620,3,34,829,2,6,943
104756,7,97,147,7,4,853,9,11,970
99959,7,64,773,7,54,596,9,14,321
99958,4,20,680,3,19,285,5,35,124
99955,2,37,619,5,72,943,7,64,250
99954,2,7,219,5,78,882,1,46,162
99957,4,96,853,0,34,331,5,35,594
99956,2,81,633,5,39,450,2,53,134
99951,4,43,307,3,35,959,7,38,43
99950,2,70,314,5,50,187,5,37,183
99953,2,1,241,5,34,485,1,96,62
99952,4,79,281,3,91,692,5,19,406
101987,7,97,147,7,4,49,9,11,723
101986,9,65,832,1,21,484,1,27,28
101985,6,89,904,1,2,830,7,89,482
101984,4,85,429,3,34,226,1,29,15
101983,2,1,429,5,34,852,1,39,878
101982,7,92,164,7,4,270,9,63,862
101981,3,14,737,6,7,409,5,65,441
101980,2,11,753,5,88,257,7,89,13
101989,2,70,347,5,88,106,5,37,183
101988,2,7,46,5,88,414,1,46,162
105406,2,77,679,5,92,717,1,39,796
105407,4,38,538,3,99,829,2,6,531
105404,2,27,413,5,5,247,7,38,649
105405,2,21,190,5,86,569,1,39,298
105402,2,21,626,5,75,955,7,12,313
105403,7,66,441,7,68,742,9,14,192
105400,2,74,626,5,75,731,7,89,13
105401,2,37,459,5,75,35,7,12,232
105408,4,80,783,3,92,86,1,34,168
105409,7,64,371,1,54,447,9,14,107
106663,4,79,545,3,8,287,1,68,310
106662,2,21,291,3,5,192,1,29,597
106661,4,1,452,3,34,261,7,12,322
106660,9,39,449,4,81,277,2,44,69
106667,4,20,332,3,19,146,1,41,422
106668,2,1,332,5,34,793,1,41,422
102753,4,40,587,3,84,76,5,58,295
102752,2,1,241,5,34,485,7,12,451
102751,9,39,37,4,98,935,4,36,564
102750,2,27,6,5,5,912,7,38,428
102757,2,20,988,5,19,641,1,20,664
102756,2,27,6,5,5,216,7,38,428
102755,2,37,619,5,72,943,7,64,250
102754,2,1,429,5,34,226,7,38,709
102759,0,32,181,9,94,162,7,38,43
102758,2,27,388,5,5,192,7,64,250
112009,4,7,219,1,78,882,1,34,615
107130,4,1,337,3,34,966,1,96,62
107131,2,27,373,5,5,215,7,38,164
107132,2,37,982,5,72,667,7,89,260
107133,6,23,71,1,77,590,7,89,374
107134,2,1,6,5,5,216,7,38,164
107136,2,66,441,5,68,742,9,74,640
107137,2,66,527,5,68,742,9,74,640
107138,4,98,710,3,91,829,7,38,143
107139,2,1,332,5,50,697,7,38,143
88522,4,65,860,5,31,248,2,99,491
88523,2,89,904,5,2,279,7,89,13
88520,0,28,431,9,20,58,4,55,333
88521,2,37,823,5,72,578,7,38,958
88526,2,1,337,5,34,677,1,96,62
88527,4,77,27,3,92,648,1,34,173
88524,2,37,112,5,72,943,7,64,223
88525,4,1,834,3,34,243,1,96,62
88528,2,1,337,5,34,966,1,96,62
88529,2,1,467,5,34,935,5,35,38
91361,2,74,188,5,75,206,7,12,232
112529,2,37,760,5,50,697,7,38,958
88298,2,20,85,1,19,41,1,77,189
88299,4,62,749,3,38,283,1,39,302
88290,2,11,753,5,45,257,5,35,115
88291,4,31,762,3,25,377,1,26,667
88292,2,37,849,5,72,731,9,74,640
88293,4,38,848,3,99,358,1,96,62
88294,2,27,459,5,2,641,5,58,454
88295,4,38,429,3,99,226,1,39,878
88296,2,37,919,5,50,578,7,64,223
88297,0,67,150,4,12,869,5,37,553
108317,2,37,849,5,72,943,7,64,250
108316,2,1,413,5,34,226,1,39,567
108319,8,1,241,0,34,485,0,30,174
108318,9,98,290,4,48,880,2,97,296
1332352,4,14,586,3,7,409,5,65,110
86269,2,27,83,5,5,736,7,38,780
86268,4,7,219,1,78,882,1,46,162
86267,2,1,337,5,34,840,7,12,18
86266,2,78,823,5,90,339,7,38,780
86265,4,28,509,3,37,168,2,13,539
86264,4,43,395,3,51,750,2,13,539
86263,4,41,732,3,52,165,1,77,417
86262,4,44,297,3,55,29,1,26,629
86261,2,1,337,5,34,966,7,12,18
86260,4,32,181,1,91,829,2,16,917
103934,2,74,626,5,72,955,7,64,49
103935,6,89,775,5,2,524,7,12,890
103936,7,66,401,7,68,49,2,99,372
103937,8,11,701,0,14,559,4,23,502
103930,2,27,466,5,5,697,7,38,649
103931,2,38,365,5,75,975,7,12,45
103932,2,37,716,5,72,943,7,38,457
103933,2,1,429,5,34,697,7,38,656
103938,2,1,726,5,5,226,1,39,436
103939,2,37,849,5,72,934,7,38,269
86843,6,23,999,1,77,893,3,22,486
86842,8,14,178,0,7,153,5,65,737
86841,7,64,371,7,54,308,9,14,973
86840,2,89,982,5,2,6,7,89,13
86847,2,1,670,5,34,332,7,38,143
86846,2,66,441,5,68,742,9,74,640
86845,4,32,291,3,94,529,1,29,597
86844,4,38,281,3,99,698,1,96,62
86849,4,1,452,3,34,707,7,38,143
86848,4,7,219,3,78,563,1,46,162
821432,2,1,775,5,34,524,7,12,890
821431,6,89,345,1,2,799,2,97,296
109662,8,1,241,0,34,485,7,12,451
109663,2,1,76,5,48,332,7,38,143
109660,7,97,425,7,68,49,9,11,913
109661,2,37,619,5,72,943,7,38,164
87574,2,68,698,5,88,107,7,38,277
109667,4,40,587,3,84,76,5,58,295
109664,4,15,358,5,8,140,6,17,736
109665,9,34,87,4,26,171,9,71,242
1728,2,37,909,5,72,948,7,38,958
1729,8,65,517,0,21,139,1,27,841
1726,4,85,926,3,53,299,1,29,157
1727,6,86,890,1,35,401,5,62,907
1724,2,11,173,5,88,881,0,52,68
1725,6,89,500,1,63,311,3,80,395
1722,4,7,727,1,78,563,1,46,4
1723,2,74,365,5,75,975,7,12,45
2218550,6,89,794,1,2,830,7,89,482
94913,7,97,147,7,68,49,9,74,462
94910,8,60,292,0,60,30,4,33,161
94911,4,1,337,3,34,824,4,23,146
94916,1,1,14,3,34,966,1,96,62
94917,6,89,982,5,2,279,1,46,162
94914,2,1,810,5,34,158,5,87,100
94915,8,49,23,0,71,972,5,76,200
94918,2,27,466,5,5,697,7,38,344
94919,9,34,731,4,26,627,5,58,337
111009,2,1,6,5,5,216,7,38,344
111008,2,50,109,5,69,500,2,8,691
111003,2,9,288,1,91,341,1,51,513
111002,2,11,173,5,88,881,7,38,156
111001,2,1,328,5,34,697,1,68,35
111000,4,71,336,3,25,783,4,23,384
111007,6,7,486,1,78,302,1,29,773
111006,2,27,685,5,2,192,4,55,877
111005,2,65,517,5,21,67,7,38,340
111004,2,21,995,5,34,824,7,12,822
110758,2,66,527,5,68,577,2,99,89
110759,4,79,382,3,63,603,1,68,711
110750,4,13,758,4,30,899,2,75,22
110751,6,89,113,1,2,363,2,86,625
110752,4,38,413,3,99,247,8,69,5
110753,2,1,620,5,34,469,2,6,665
110754,2,1,620,5,5,966,7,38,164
110755,2,7,46,5,78,414,1,46,162
110756,2,1,136,5,34,781,6,17,736
110757,2,37,619,5,72,943,7,64,250
109634,2,1,775,5,34,955,7,12,313
109637,4,81,633,3,39,450,2,53,134
88885,4,59,281,3,36,692,7,38,679
88884,2,1,429,5,50,329,5,50,199
88887,7,97,889,7,54,323,2,99,372
88886,7,66,441,7,68,742,9,74,640
88881,2,21,632,5,88,444,7,12,642
88880,6,23,345,1,77,765,2,67,768
88883,2,7,884,1,78,859,7,38,428
88882,6,23,455,5,77,693,3,22,300
88889,2,27,726,5,5,215,1,39,371
88888,8,83,918,0,22,712,5,50,644
96668,6,39,455,1,98,280,3,22,201
96669,4,46,687,8,31,905,8,69,37
96662,4,43,858,3,51,289,2,67,768
96663,8,83,369,0,22,133,5,56,883
96660,0,76,658,9,97,268,4,36,23
96661,4,79,578,3,63,222,1,68,478
96666,4,1,281,5,34,692,7,12,18
96667,7,66,256,7,68,49,9,74,462
96664,4,80,939,3,29,376,2,48,922
96665,7,5,521,7,64,906,9,71,265
97391,2,27,6,5,5,192,7,38,428
97390,2,1,337,5,34,966,7,12,18
97393,4,31,413,3,25,707,7,38,143
97392,2,81,633,5,39,450,2,53,134
97395,2,43,428,5,51,667,7,38,43
97394,2,44,695,5,55,316,1,24,837
97397,2,40,368,5,84,206,5,58,454
97396,2,1,775,5,2,524,7,12,890
97399,2,74,188,5,75,652,7,12,232
97398,4,40,587,3,84,76,5,58,295
94288,6,89,351,1,48,779,7,12,890
94282,4,0,996,3,3,570,1,96,62
94283,2,37,428,5,50,667,7,38,43
94280,2,37,428,5,50,667,7,38,43
94281,2,70,314,5,71,710,7,89,13
94286,2,27,83,5,5,511,7,38,780
94287,4,78,930,4,90,94,2,67,812
94284,2,1,527,5,50,868,2,99,372
94285,2,1,337,3,34,966,1,39,302
2512110,2,27,291,3,5,24,1,29,597
97535,2,1,136,5,8,781,7,12,322
97534,2,11,909,5,50,884,4,33,161
97537,2,27,83,5,72,246,7,38,277
97536,2,1,241,5,50,485,7,12,451
97531,6,4,707,1,43,391,3,22,121
97530,2,70,441,5,50,731,9,74,640
97533,2,74,388,5,75,975,7,12,232
97532,4,9,473,4,91,928,1,51,655
97539,2,70,29,5,10,184,5,37,183
97538,2,27,459,5,5,840,7,12,18
94130,2,44,794,5,55,840,7,12,18
94131,2,98,555,5,91,61,2,13,960
94132,0,2,194,9,88,559,7,38,483
94133,7,66,256,7,68,742,9,74,462
94134,2,37,982,5,2,279,7,89,482
94135,2,37,619,5,72,943,7,64,250
94136,2,1,241,5,34,485,7,12,451
94137,2,70,775,5,88,524,7,12,890
94138,2,1,241,5,34,485,7,12,451
94139,2,74,337,5,75,840,7,12,20
102511,2,89,37,5,2,363,7,38,264
102510,2,86,452,5,35,959,7,38,264
102513,2,70,644,5,50,593,7,12,313
102512,2,42,329,5,59,707,0,5,756
102515,4,79,727,3,63,603,1,68,711
102514,0,13,758,9,30,953,2,75,871
102517,2,1,441,5,5,511,9,14,192
102516,6,89,267,1,2,641,3,43,489
102519,2,21,194,5,50,955,7,12,313
102518,2,37,860,5,72,248,2,99,491
112648,4,43,858,5,51,94,2,67,812
104829,2,20,85,1,19,41,1,46,162
104828,2,2,194,5,17,955,7,12,313
112640,7,45,245,7,4,734,9,11,596
104822,4,43,858,3,51,750,3,43,79
112642,2,74,820,5,50,35,5,19,953
112643,0,28,328,9,47,662,7,38,649
112644,6,57,155,1,24,369,3,80,395
104826,4,81,621,3,39,529,2,53,134
112646,2,11,753,5,88,104,4,33,161
104824,2,70,113,5,75,710,7,89,13
99289,9,34,390,3,98,280,3,22,317
99281,4,78,914,3,90,339,5,35,126
99280,2,43,858,3,51,94,7,38,43
99283,2,37,820,5,50,697,7,38,958
99282,2,74,459,5,75,35,7,89,482
99285,2,37,753,5,72,257,7,38,581
99284,2,37,919,5,50,546,5,37,287
99287,2,37,241,5,50,546,7,12,451
99286,2,70,314,5,50,106,5,37,183
99757,2,38,677,5,99,446,1,96,62
99756,4,79,341,3,63,874,2,13,819
99755,2,21,284,5,75,569,4,55,333
99754,4,98,108,3,91,844,2,13,515
99753,2,74,68,5,75,317,7,12,45
99752,2,91,775,5,88,524,7,12,890
99751,2,70,618,5,10,184,5,37,183
99750,2,70,495,5,34,430,9,14,192
99759,2,1,775,5,5,524,7,12,890
99758,2,1,388,5,50,578,7,38,277
95663,2,40,188,5,84,652,7,12,232
95662,2,74,365,5,75,261,7,12,45
95661,2,74,626,5,75,35,7,12,508
95660,4,81,633,3,39,450,2,53,134
95667,2,74,362,5,88,496,7,38,958
95666,9,42,332,3,59,288,1,41,111
95665,6,29,343,1,76,134,7,89,374
95664,4,79,775,3,63,524,7,12,890
216734,4,31,552,3,25,858,1,26,114
95669,0,88,322,0,82,684,5,19,412
95668,2,70,753,5,50,106,5,37,183
216733,4,48,928,3,74,574,1,39,309
109428,2,1,388,5,50,697,1,39,309
109429,2,21,632,5,75,995,7,12,322
109424,4,79,578,3,63,222,1,68,478
109425,4,38,413,3,99,226,1,39,878
109426,7,61,879,7,76,353,9,14,307
109427,7,61,879,7,76,353,9,14,307
109420,2,1,373,5,5,966,7,38,164
109421,9,70,347,5,10,135,2,44,69
109422,7,66,401,7,68,742,9,14,78
109423,6,99,882,9,2,108,1,4,30
105882,6,23,149,1,77,893,3,43,529
105883,2,37,441,5,72,38,7,64,250
105880,2,21,136,5,75,995,7,12,322
105881,4,80,955,3,44,774,1,39,309
105886,7,66,386,7,68,351,4,23,230
105887,2,74,847,5,88,317,7,38,483
105888,3,10,826,6,6,757,7,38,709
105889,2,27,83,3,5,349,7,38,277
92572,4,31,169,3,25,329,5,50,199
92573,2,27,428,5,5,667,7,38,43
92570,4,59,659,3,36,473,2,86,57
92571,2,37,626,5,75,955,7,12,313
92576,4,51,939,3,71,376,2,48,922
107034,7,66,527,7,68,252,9,14,654
92574,2,27,83,1,5,246,7,38,428
107036,7,44,405,3,55,270,9,14,192
107039,2,37,619,1,72,943,7,64,250
107038,3,1,834,5,34,485,7,12,591
92578,4,96,853,0,34,331,5,35,594
92579,9,13,62,4,30,899,2,75,783
90996,7,24,142,7,35,597,9,11,596
102482,2,27,332,1,5,912,7,38,140
102481,4,40,587,7,84,76,5,58,560
102480,2,21,995,5,88,317,7,12,322
102487,4,50,110,5,69,968,5,19,518
102486,6,4,213,1,43,638,1,46,565
102485,2,37,626,5,72,35,7,38,164
102484,2,37,6,5,72,943,1,39,436
1447601,2,70,109,5,10,677,2,73,734
92396,4,38,677,5,99,852,1,39,878
92397,7,64,245,7,54,144,9,11,828
92394,2,21,190,5,86,569,7,12,642
92395,2,27,83,5,5,575,7,89,260
92392,4,40,587,3,84,76,5,58,295
92393,2,20,988,5,19,641,1,20,664
92390,2,27,744,5,5,511,4,23,931
92391,6,89,34,3,2,78,1,29,952
92398,2,1,962,5,34,995,9,14,192
